 	è	che	è	entrato	da	qui	</S>
a31	0.0190332055	0.0248912005	0.0088448522	0.606700335	0.0251626128	0.3072102875	0.0081574925
a7	0.0163467446667	0.0131483012333	0.00327106727333	0.484015088333	0.0110295434667	0.457010259167	0.0151790081667
a18	0.0081787265889	0.00616028127777	0.00158488346444	0.431316849444	0.0149505811556	0.498582379722	0.0392263110556
a31	0.00682320472963	0.00499280862592	0.00210479888815	0.547227949815	0.0283590347185	0.369107024574	0.0413851843519
a46	0.00540978710988	0.00384567924197	0.00206509206272	0.576149249938	0.0307242339062	0.341745772858	0.0400601704506
a31	0.00328015023663	0.00219887111399	0.00128887245424	0.581975149979	0.0267239583021	0.344798867619	0.0397340708169
a39	0.00219938545221	0.00127728944133	0.00085493774808	0.509037569993	0.019349047034	0.44086930254	0.0264124042723
a28	0.00112157229074	0.00062518223711	0.00045578708936	0.252875316664	0.0104600646113	0.706543517513	0.0279185247574
a31	0.00447486286358	0.00168615649904	0.000832712739787	0.284021412221	0.0187106825371	0.663855122504	0.0264190632525
</S>	0.00797182893179	0.00282038924952	0.00121594741989	0.36762105611	0.0282841337685	0.568740986252	0.0233457141263
