 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.92535275	0.0001437656035	0.00768499865	0.0046870555	0.0494271765	0.00704789065	0.00565628875
a31	0.881104616667	0.000185044817833	0.00691837515	0.00302255763333	0.0882148798333	0.0116377033167	0.00891679891667
a11	0.838805738889	0.000138545110944	0.00625965308333	0.00219959831111	0.126042309944	0.0151816961056	0.0113724371389
a21	0.85486917963	0.000108556711981	0.00480088702778	0.0020811654037	0.114930354648	0.0116660960352	0.0115437295463
a31	0.843252049877	0.000130711967327	0.00550851580926	0.00233525733457	0.117747856216	0.0210753110117	0.0099502937821
a20	0.869549089959	0.000116301728109	0.00497024110309	0.00222638954486	0.094400333072	0.0221047103372	0.0066329662607
a31	0.83523931332	0.000126828481703	0.0055309958677	0.00436661841495	0.121271608691	0.0250940034457	0.0083707039869
a10	0.80425380444	0.000147609697234	0.0103560816226	0.00721222880498	0.140618391897	0.0268993711486	0.0105125777956
a31	0.754164488147	0.000147297435745	0.0203552855409	0.0204270496017	0.170768872966	0.0212520727162	0.0128849337319
a21	0.685991682716	0.000152665340582	0.0371404431803	0.0322825115339	0.195589694322	0.0268091962387	0.0220337939106
a11	0.730641047572	0.000171080855527	0.0619380900601	0.0289569105113	0.123483161441	0.0300064617462	0.0248032646369
a3	0.741059102524	0.000314342928509	0.06621507402	0.0259229948371	0.101907172147	0.0459848405821	0.018596464879
a33	0.718978734175	0.000825098262836	0.0596441720067	0.026518146279	0.114903235716	0.0669758755274	0.0121546900597
</S>	0.700094767087	0.00122942378142	0.0634167410033	0.0275890481395	0.123265172858	0.0748781257637	0.00952666067985
