 	che	non	li	aspetiamo	</S>
a20	0.432840475	0.0135462953	0.000893248135	0.497002665	0.0557172425
a8	0.157938055	0.00513051246667	0.000348464161667	0.777358388333	0.0592245341667
a7	0.0562381792333	0.00196923255556	0.000198590047222	0.851602852778	0.0899911180556
a35	0.0216253648444	0.00137372925185	0.000329046469074	0.815776587593	0.160895269352
a46	0.0273171314815	0.00336177905062	0.000957984376358	0.751854942531	0.216508179784
a31	0.0383320111605	0.00622550448354	0.00155634729212	0.680229680844	0.273656469928
a11	0.0278214800535	0.00602588596118	0.00148554296404	0.656545003615	0.308122089976
a31	0.0189209346845	0.00439764832039	0.00146066872135	0.657845811205	0.317374929992
a0	0.0139954508948	0.0036412603068	0.00158471594045	0.691786623735	0.288991936664
a31	0.0216472009649	0.0072099944356	0.00459593891348	0.654713327912	0.311833532221
a30	0.0239391315216	0.00893332747853	0.00632002647116	0.654810489304	0.305997017407
a0	0.0156210503739	0.00930141249284	0.00660636199039	0.751511256435	0.216959915802
a31	0.0422864501246	0.0211046314976	0.0127880743301	0.731236765478	0.192584085267
</S>	0.0679182550623	0.0303284007488	0.017373095165	0.696478932739	0.187901317633
