 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a33	0.179826315	0.12373484	0.0637162125	0.134083092	0.10240785	0.2715326	0.00134796635	0.034422959	0.000187612235	0.035037931	0.0392165668	0.01102921475	0.0034568424
a31	0.129022464333	0.14389095	0.157165000833	0.123746642	0.08205029	0.240328676667	0.000997294906667	0.0354968516667	0.000155760755	0.0451789363333	0.0232955874667	0.01314601575	0.0055255389
a20	0.109974524111	0.127355386667	0.163647982611	0.101264749	0.056974201	0.309475955556	0.000492475848889	0.0274222225556	0.000109807337	0.0564563577778	0.0189215592222	0.0203615045833	0.00754326413333
a31	0.11450398137	0.117037082222	0.0911378432037	0.119207811333	0.0567629313333	0.370360878519	0.00030960497963	0.0202572464185	6.32253886667e-05	0.0596557632593	0.0232451211407	0.0212251151944	0.00623337687778
a28	0.09494234379	0.097027690074	0.0664765687346	0.126153810778	0.0550595504444	0.424101999506	0.000238421859877	0.0166707933728	4.79317568889e-05	0.0622539694198	0.0269380853802	0.0242755033981	0.00581328682593
a20	0.110601061263	0.0759458226913	0.0463445689115	0.124396980593	0.0503076101481	0.484097099835	0.000174125533292	0.0204519227909	2.92427912963e-05	0.0476120874733	0.0144988887934	0.021190236266	0.00435030337531
a37	0.165641263754	0.110733830897	0.0547999459705	0.205323606864	0.081153656716	0.318772499945	0.000141676857764	0.0186308392636	1.73112917654e-05	0.0241184698244	0.00799486013113	0.010487116722	0.00218492289177
a31	0.152393506251	0.102545016966	0.0462061593235	0.213601402288	0.096524825572	0.227626753315	0.000189247199255	0.0158557840879	2.90002949218e-05	0.0352544546081	0.094729648577	0.0117543534073	0.00328986729726
a20	0.129758030417	0.0682242846553	0.0341060364412	0.162594974096	0.083324618524	0.322088787772	0.000240764009752	0.023399420696	3.49842379739e-05	0.037974855536	0.122817115292	0.0117762371358	0.00365988889909
a31	0.124364190139	0.0531152965518	0.0299683764804	0.170276588032	0.0939851128413	0.350193739257	0.000337396383251	0.026483090232	4.5242946658e-05	0.035777307512	0.103233357531	0.0094465993786	0.00277368563303
a46	0.087105438713	0.0376439558506	0.0245526734935	0.170350071011	0.0972394642804	0.404323506419	0.00041737150775	0.0325948880773	4.9812093886e-05	0.0369588818373	0.0971095878437	0.00901240069287	0.00264191111101
a20	0.0888802482377	0.0433932496169	0.0264285654978	0.151241002004	0.0769908647601	0.51542160214	0.000355156435917	0.0361395640258	2.92715316287e-05	0.0187267993791	0.0349325895146	0.00554177516429	0.00191928360367
a31	0.0851973067459	0.0430997822056	0.0272142954993	0.210194624001	0.11850366492	0.426554200713	0.000555520121972	0.0286531953419	4.28260778762e-05	0.0228188492264	0.0310687507382	0.0045430810881	0.00155390146789
a20	0.0508372279153	0.0254941157352	0.0196193588331	0.193857606	0.123351153973	0.490673966904	0.000671152607324	0.0312291897806	5.71259862921e-05	0.0259283470755	0.0302867127127	0.0057598893627	0.00223417675596
a37	0.0408164126384	0.0308653352451	0.0222633149444	0.181723966667	0.0976558156577	0.560796555635	0.000502148575775	0.0273676589269	4.9027453764e-05	0.0149575383585	0.0141936670376	0.00589362135423	0.00291495615199
a31	0.0401327335461	0.0334317800817	0.0238840256481	0.252704645556	0.147951367219	0.442781585212	0.000595333751925	0.0273053996423	4.30367879213e-05	0.0139863241195	0.0107987146792	0.00434692195141	0.002038126734
a17	0.024552419182	0.0197107173606	0.0187829945494	0.234144531852	0.149076569073	0.495140128404	0.000535323237308	0.0294856458808	3.22712363071e-05	0.0138072580398	0.0089369702264	0.00419246191714	0.00160272546133
a31	0.016615070394	0.0132010047869	0.0148029342831	0.197746283951	0.136571676358	0.566760256135	0.000387403812436	0.0292167429603	2.0418371769e-05	0.0122340890133	0.00725543074213	0.00381850297238	0.00137018654711
a18	0.0122996583647	0.0084146072623	0.00976508186103	0.156866927984	0.124665779453	0.632176465378	0.000322680274145	0.0293760589868	1.6551809923e-05	0.0123960690044	0.00747542358071	0.00456328432413	0.00166136664237
a37	0.00772693912157	0.00639524942077	0.0115864579537	0.118856975995	0.0826002784843	0.713759021793	0.000182160268048	0.0239310899956	2.13660199743e-05	0.0138115903348	0.0100541848602	0.00791629177471	0.00315835938079
a20	0.00749340514052	0.00883241947359	0.0233177526512	0.166969341998	0.0888104508281	0.622407257264	0.000213910496016	0.0223667633319	4.82316433248e-05	0.0225929784449	0.0206159542867	0.0113585762582	0.00497295746026
a31	0.00904514471351	0.0093473294912	0.0225965106171	0.185698667333	0.116658200276	0.577927502421	0.000274573242005	0.0226787087773	4.96431807749e-05	0.021618039315	0.0207813856622	0.00917863237273	0.00414566848009
a11	0.00818414303784	0.00661634216373	0.0128571842724	0.141655019111	0.106941052759	0.65393428414	0.000225031724002	0.0219904425924	3.19935912583e-05	0.0187326899383	0.0177333651207	0.00802720557758	0.00307122415336
a31	0.00758756714595	0.00551220405458	0.00935443032413	0.116940073037	0.093304110253	0.702237378047	0.000192405464667	0.0201570678641	2.62029840861e-05	0.0175142041794	0.0168267817069	0.00763642975919	0.00271110366779
a8	0.00711590471532	0.00463249351819	0.00530490380804	0.088143795679	0.0767117450843	0.771241926016	0.000159670984889	0.015784298288	1.60844336954e-05	0.0132392462598	0.0119732769023	0.00440434015306	0.0012722962726
</S>	0.00546105485766	0.0039068725091	0.00478549210402	0.0636114348395	0.0487153900421	0.827486563008	0.000110441952444	0.012831446644	1.51250018477e-05	0.0147886016299	0.0126533079511	0.00452057932653	0.0011136947863
