 	è	che	stanno	ancora	svegli	</S>
a31	0.0384012019	0.0198602595	0.2274522775	0.12694714	0.54885438	0.038484717
a11	0.0458216669667	0.0190484826667	0.1293510495	0.107671626667	0.64143716	0.056669992
a7	0.0286731069889	0.0094876813889	0.1003845085	0.103328678889	0.68343082	0.0746951923333
a24	0.0173636809963	0.00622806646297	0.130224612833	0.10627881963	0.65571914	0.0841856607778
a31	0.0117032879988	0.00526756448766	0.231688587611	0.14183889321	0.542406653333	0.0670949585926
a20	0.0175239473329	0.00668937182922	0.297406442537	0.15116882107	0.465281904444	0.0619294645309
a31	0.018116436011	0.00663895400974	0.350775840846	0.14380931369	0.422604701481	0.0580547335103
a46	0.009547681237	0.00404135240325	0.388285713615	0.149669014563	0.38470484716	0.0637513598368
a41	0.0103556727457	0.00578388113442	0.367651464538	0.131476041521	0.389811702387	0.0949211732789
a31	0.00991039714857	0.00619255254481	0.458908131513	0.146957530507	0.304216830796	0.073814509093
a33	0.0127176632829	0.00487659801494	0.487217327171	0.158306136836	0.282316770265	0.0545654943643
a31	0.017616159761	0.00533019410498	0.479903609057	0.154661512279	0.296290303422	0.0461982371214
a0	0.015363604587	0.00463068456833	0.410529766352	0.16259057076	0.364088391141	0.0427970147071
a31	0.0222896011957	0.00599774795611	0.366288818784	0.16329557692	0.400007717047	0.0421205132357
a20	0.0227056547319	0.00623232385204	0.329802244928	0.164414858973	0.439582425682	0.0372624360786
a28	0.014071452244	0.00516107205068	0.191610563643	0.160143119658	0.582038708561	0.0469750666929
a11	0.0135747409147	0.00666587225023	0.168513131214	0.161593129886	0.604151082854	0.045502060231
</S>	0.0138417897073	0.00763288812511	0.178479665607	0.166184234943	0.589661961427	0.0441994901155
