 	deve	essere	bianco	</S>
a31	0.97733897	0.005020492	0.0151114565	0.0025290189
a11	0.983531203333	0.0033627705	0.0109256275	0.0021803395
a31	0.973450934444	0.00424349263333	0.0182371381667	0.0040684187
a37	0.958541524815	0.00530066974444	0.0299364903889	0.00622129683333
a31	0.911418341605	0.00954402024815	0.0685205857963	0.0105170302111
a37	0.844633133868	0.010943113416	0.129021825265	0.0154019214037
a31	0.782491421289	0.012036723472	0.186671388422	0.0188004774679
a20	0.757080427096	0.012178409624	0.211908652807	0.0188325544893
a31	0.792407332365	0.0110449366747	0.182679670936	0.0138680878298
a0	0.747432390788	0.0142450852249	0.212727476979	0.0255950426099
a31	0.759258963596	0.0165462377416	0.195065011326	0.02912981987
a20	0.641803174532	0.0295833472472	0.236915422775	0.0916980969567
a18	0.359102731511	0.0519925957491	0.378934560925	0.209970145652
</S>	0.270875195756	0.0635778878746	0.410168410462	0.255378542826
