 	dei	genitori	</S>
a31	0.978708	0.0190285	0.0022634909
a20	0.989403546667	0.0084647548	0.00213169286667
a31	0.991444548889	0.00604219606667	0.00251324522222
a18	0.984857136296	0.00891011602222	0.00623272777407
a24	0.975405855432	0.0117408116741	0.0128533389247
a28	0.975184711811	0.0106705398914	0.0141447586416
a31	0.964435953937	0.0198577109638	0.0157063422139
a20	0.918264104646	0.0388986696546	0.0428372380713
a31	0.898633601549	0.0451183315515	0.0562480396904
a20	0.764657587183	0.0822191921838	0.153123204897
a39	0.625068202394	0.127293814061	0.247637998299
a46	0.654623587465	0.13417420802	0.211202182766
</S>	0.676920573733	0.13556025401	0.187519131383
