 	dovevo	comprare	il	pane	</S>
a31	0.55884608	0.27186712	0.0623821	0.09922688	0.0076778565
a46	0.580352793333	0.190163976667	0.037151296	0.17030084	0.0220311435
a31	0.551182564444	0.198340112222	0.0314379446667	0.192794523333	0.0262449283333
a18	0.533812688148	0.189775057407	0.0331364492222	0.187278511111	0.0559973692778
a13	0.530517982716	0.126343289136	0.0431495907407	0.206550057037	0.0934391264259
a0	0.601240614239	0.134260123045	0.0489128422469	0.141865017012	0.0737214354753
a20	0.70423593808	0.131511021015	0.038277367749	0.0805939523373	0.0453817474918
a7	0.77015846936	0.124788240338	0.031084812583	0.0444359707791	0.0295325164973
a20	0.75575941312	0.144634176779	0.039330613861	0.033074972593	0.0272007928324
a31	0.51092939104	0.151156525593	0.107004809287	0.164831368531	0.0660778699441
a11	0.294494557013	0.199463158531	0.165633366429	0.232993062844	0.107415866648
a39	0.258620982338	0.281262872844	0.205535665476	0.153550767615	0.101029738883
a31	0.154975734779	0.222458640948	0.205138548492	0.283356102538	0.134070989628
a13	0.0950792989263	0.206231386983	0.202192132831	0.342825690846	0.153671509876
a17	0.0880630096421	0.275149582328	0.27581398761	0.251462243615	0.109511186625
a31	0.0735459698807	0.206070400776	0.244884494203	0.370876937872	0.104622178875
a46	0.0676678299602	0.223637113592	0.238483763068	0.379189595957	0.091021685625
a20	0.0592510646534	0.320537131197	0.330154587689	0.237751661986	0.0523055352083
a31	0.0562895395511	0.239007583732	0.27711270923	0.378535753995	0.0490544024028
</S>	0.0591186847756	0.149101786866	0.192261674615	0.543558006998	0.0559598662014
