 	non	ha	che	li	aspettiamo	</S>
a46	0.171272165	0.01697983259	0.1300805105	0.01024463121	0.618809315	0.0526135135
a31	0.0941259096667	0.00592840895	0.0471694954	0.00360750653	0.819908381667	0.0292602578333
a15	0.0448540830889	0.00222069215667	0.0209772793667	0.00143635514	0.900699913889	0.0298116786111
a31	0.0391284828963	0.00108355099889	0.0133012177889	0.000740271203333	0.912353547963	0.0333929338704
a28	0.0362105354988	0.000709588766297	0.0131422045963	0.000604739414444	0.900736549321	0.0485963622901
a20	0.0163436563663	0.000626247408766	0.0217112315321	0.00200103230481	0.867657373107	0.0916604490967
a11	0.0153266161221	0.00111186848959	0.031962989844	0.0043016306016	0.819593534369	0.127703333032
a31	0.022144492374	0.00221536462986	0.069175855948	0.00521167570053	0.753887948123	0.147364641011
a11	0.018610790358	0.00213299247662	0.0817477466493	0.00422165103351	0.728110709374	0.165176117004
a31	0.039859306686	0.00641573479221	0.0703056268831	0.00484196847784	0.709000746458	0.169576642335
a46	0.050806447562	0.0084479816974	0.0672772036277	0.00622841082595	0.710892948819	0.156347017445
a31	0.132265497854	0.0235350476658	0.0838446392092	0.0143381932753	0.589886806273	0.156129782482
a11	0.169378392618	0.0308369243886	0.0997142344031	0.0241824237584	0.522565092091	0.153322910827
a31	0.166939540873	0.0481547116295	0.140059582801	0.0532377262528	0.463390677364	0.128217763609
a11	0.175132256958	0.0563201392098	0.1649883776	0.0697011487509	0.412764605788	0.121093461203
a46	0.104288065653	0.0289151474033	0.120314892533	0.0503720015836	0.574098888596	0.122011007068
</S>	0.0849078028265	0.0215346122017	0.104889796266	0.0421215037918	0.631738424298	0.114807893534
