 	vengono	vestiti	dai	genitori	</S>
a31	0.013000304	0.343391875	0.57926452	0.047797018	0.016546278
a46	0.0101878766667	0.344576668333	0.60435484	0.0238227195	0.0170579036667
a18	0.00695016622223	0.349590176111	0.604295633333	0.0142972386667	0.0248667808889
a31	0.0284131597407	0.30385702537	0.612644211111	0.0170405845556	0.0380450182963
a11	0.0346826464136	0.32445329179	0.58181177037	0.0179700841852	0.0410822074321
a31	0.0231871486379	0.367906240597	0.54194745679	0.0265492843951	0.040409841144
a39	0.0190706338126	0.418708343532	0.49724711893	0.0292120761317	0.035761794048
a31	0.0137522055375	0.453710104511	0.46947680631	0.0322425970439	0.0308182586827
a35	0.0119179406325	0.48276335817	0.445921335437	0.032601286348	0.0267960988942
a31	0.0112180976642	0.49808759939	0.436273365146	0.030223871116	0.0241970912981
a18	0.0110030032014	0.523399466463	0.414321998382	0.0289821020387	0.0222934154327
a0	0.0041430473038	0.623208975488	0.347277789461	0.0123806020129	0.0129895631442
a31	0.0116120550246	0.580685518496	0.376833603154	0.015752127671	0.0151166797147
a37	0.0146113092082	0.573758699499	0.376340541051	0.0177863728903	0.0175030705716
a20	0.0083610692694	0.6410434365	0.316689347017	0.0133258899634	0.0205802451905
a31	0.0535106967565	0.590064548833	0.318150015672	0.0163483819878	0.0219263523968
a41	0.0732391805855	0.530817992944	0.330657885224	0.0250952066626	0.0401897207989
a20	0.0419440708618	0.486850394315	0.335649041741	0.0435568238875	0.0919996215996
a31	0.165963075954	0.416061438105	0.28701929058	0.0444191362958	0.0865370481999
a20	0.209534441985	0.364492539368	0.271490673527	0.0495912287653	0.104891157067
a39	0.101475290662	0.321954549789	0.319119967842	0.0726176862551	0.184832535689
a46	0.0810873368873	0.28631555993	0.332509689281	0.0829603287517	0.217127101896
a41	0.104057402296	0.263046259977	0.337151296427	0.0873536712506	0.208391387299
</S>	0.125492141148	0.253907389988	0.338442063214	0.0884437981253	0.19371463365
