 	avete	cucinato	le	verdure	</S>
a31	0.646995785	0.19715016	0.0394578575	0.097029724	0.0193664271
a46	0.750015201667	0.164165133333	0.0222499475	0.049270773	0.0142989514333
a20	0.805051790556	0.120935394444	0.0131081252667	0.0426733733333	0.0182313684778
a31	0.637730063519	0.0947303048147	0.0189563855222	0.211854571111	0.0367286934926
a17	0.511887654506	0.126204154938	0.0273095145074	0.276718567037	0.0578800958309
a31	0.444065668169	0.162657424979	0.0439191571691	0.247686272346	0.10167146861
a35	0.341735272723	0.20662101166	0.0603592810564	0.248459630782	0.14282478287
a31	0.294511474241	0.25370453722	0.0708940470188	0.200517476927	0.18037243429
a46	0.17614813808	0.211367304073	0.0735407096729	0.322927025642	0.216016808097
a38	0.09877949236	0.117021324691	0.057035311891	0.541055175214	0.186108699366
a17	0.0436987444533	0.0540673902303	0.0448425399637	0.738701191738	0.118690123122
</S>	0.0276315182266	0.0348433706151	0.0407598069818	0.814956795869	0.081808486561
