 	ora	che	loro	non	vengono	più	</S>
a39	0.11582317	0.0057859439	0.82288399	0.0490967965	0.00030822056	0.00599396194	0.0001079336475
a20	0.124037763333	0.0061463784	0.817883106667	0.0409025338333	0.00022174479	0.0105528178133	0.000255677129167
a13	0.0939785787777	0.00458601446667	0.868850485556	0.0210637366111	0.000196026496667	0.0108676029378	0.000457550973056
a17	0.0644095705926	0.00341204638889	0.911413178519	0.0124860074037	0.000154304025556	0.00755894957927	0.000565905681019
a39	0.0839407035309	0.0036936515963	0.895726676173	0.0117281260012	0.000126574068519	0.00429811009309	0.00048611244034
a8	0.153882257844	0.0129917473321	0.811569788724	0.0189160716671	0.000139379279506	0.00220269561103	0.000298020433447
a31	0.140343545948	0.0157582727774	0.821396809575	0.0212602915557	0.000131087724502	0.00095719864701	0.000152777087816
a15	0.159469405316	0.0116970505925	0.806133749858	0.0203184848519	0.000235422806167	0.00180507071234	0.000340793565939
a38	0.275147648439	0.0148374158642	0.681352376619	0.024768544284	0.000437335788722	0.00290254237078	0.000554115088646
a31	0.231657793813	0.0125444698214	0.729322452206	0.023726528428	0.000429714982907	0.00194047944693	0.000378547059549
a13	0.196073838938	0.00743954080713	0.769214230735	0.0230936201427	0.000614845670969	0.00307214110564	0.00049177834985
a20	0.277236796313	0.00620849153571	0.679110126912	0.0312596253809	0.000923652190323	0.00461678226855	0.000644542416617
a7	0.296444565438	0.0060364213119	0.643911705637	0.046998684127	0.00127327823011	0.00475907488952	0.000576279472206
a11	0.264292398479	0.0057824021373	0.650262091879	0.0709392963757	0.00202017421004	0.00603157952984	0.000672049057402
a24	0.212403629493	0.00562699421243	0.67382447396	0.0914661504586	0.00342506640335	0.0117805470766	0.00147312385247
a15	0.180259696498	0.00590730227081	0.670570357987	0.12293979682	0.00474352980112	0.0137872598589	0.00179203238416
a24	0.150260368833	0.0054771681236	0.655692152662	0.164034445607	0.00575621476704	0.0169167251196	0.00186289919472
a31	0.0961707342777	0.00380581537453	0.728692484221	0.147269976536	0.00509263408901	0.0170840620399	0.00188427186491
a0	0.0724202894259	0.00531174362484	0.699916338074	0.187220506845	0.006723126363	0.0248193053466	0.00358867852164
a18	0.077968273142	0.0107240892083	0.584500689358	0.273949015615	0.0104404867877	0.0366105944489	0.00580683294055
a31	0.0707909603807	0.00974168246943	0.635513629786	0.245552951872	0.00802225646257	0.0262857111496	0.00409278641352
a38	0.0681366861269	0.0154249072231	0.641886293262	0.231460417291	0.00686054635419	0.0311949283832	0.00503621113784
a31	0.0679527453756	0.017178338041	0.637665081087	0.235062089097	0.00616234532806	0.0307710493277	0.00520834799261
a20	0.0645638184585	0.0189865693137	0.662247593696	0.224676093032	0.00411269621935	0.0218293579759	0.0035838899442
a31	0.0643133794862	0.0195660473046	0.667309264565	0.224195977677	0.00336518660645	0.0182292879253	0.00302083745473
a35	0.0601092964954	0.0149120689682	0.688480321522	0.223124875892	0.00208408540215	0.00973981590843	0.00154946262491
a31	0.0592273454985	0.0133822725561	0.699910660507	0.218016345297	0.00166724480072	0.00673852655281	0.0010575484403
a18	0.0588226151662	0.014686444752	0.699600483502	0.218245245099	0.00164421563357	0.00596768710094	0.00103328074543
a31	0.0589480917221	0.015164764684	0.701542684501	0.215975585033	0.00165178767786	0.00568936144698	0.00102772505514
a46	0.058694692574	0.0130551686613	0.7108686615	0.211151148344	0.00145238962595	0.00403096756233	0.000747004991713
a39	0.0615627595247	0.0186132722204	0.6859140605	0.226154779448	0.00189272500865	0.00492188142078	0.000940570847238
a31	0.0618650021749	0.0135345628735	0.707695606833	0.211000406483	0.00155646763622	0.00368056794026	0.000667399712413
</S>	0.0599412545875	0.00759504813675	0.731692103417	0.196980743242	0.00110222286811	0.00230326132013	0.000385352526206
