 	vuole	andare	a	Lecce	</S>
a20	0.1633273957	0.0666986925	0.57302972	0.1665467875	0.0303974255
a31	0.180833666233	0.0851799908333	0.553818203333	0.1524503675	0.0277177911667
a18	0.0846379780777	0.0745720636111	0.657944274444	0.149156134167	0.0336895660556
a46	0.0407680033592	0.0643307332037	0.727590248148	0.128244163056	0.0390668613519
a37	0.0224874217864	0.0468275840679	0.786383616049	0.109677621019	0.0346237691173
a23	0.0120130929288	0.031131767356	0.816809538683	0.11157529034	0.0284703083724
a18	0.00654570697627	0.0191754862853	0.771292902894	0.175986473447	0.0269994304575
a38	0.00404792919209	0.0112496417618	0.699604290965	0.256731937816	0.0283662268192
a37	0.00409885859736	0.00854089008727	0.650814106988	0.310140512605	0.0264056629397
a31	0.0251612218658	0.0164135520291	0.683165765663	0.254788007535	0.0204714606466
a20	0.0322822221553	0.0192381400097	0.680796841888	0.248008359178	0.0196744488822
</S>	0.0188406708777	0.0138265140049	0.622624070944	0.321789439589	0.0229193414411
