 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a31	0.010898929	6.0228031e-05	0.0001637458575	0.00556140095	0.0570086355	0.00622918509	0.02572387405	0.066508849	0.034426438	0.094016747	0.27468967	0.205402425	0.176533445	0.0427764385
a27	0.012138179	6.8053455e-05	0.000238771349167	0.00748774558333	0.100793551833	0.00865089479667	0.0447433290167	0.104780554667	0.0541788053333	0.121681530333	0.214039796667	0.153277625	0.134283255	0.0436379281667
a20	0.0166811003333	5.38163043333e-05	0.000292918133056	0.00751061046111	0.115654320611	0.00723000959889	0.0538127650056	0.151530821556	0.0609427851111	0.141561533444	0.198364668889	0.112223641667	0.104376518333	0.0297645003889
a31	0.0222029787778	4.85893994444e-05	0.000231169872685	0.00642168038704	0.101427610204	0.00531285999963	0.0573724490019	0.186444227185	0.0593160363704	0.134764871148	0.19487382963	0.107869553889	0.0964148727777	0.027299258463
a37	0.0199509019259	4.31997704815e-05	0.000195821599228	0.00579281836235	0.082931990068	0.00416955123321	0.053338380334	0.209138225728	0.0562331367901	0.129145777049	0.192856526543	0.110706517963	0.108351920926	0.0271452254877
a31	0.0208354029753	4.15988828272e-05	0.000182760475076	0.00558687345412	0.0643807110227	0.00338211641107	0.0506027634447	0.240015218576	0.0504755055967	0.122621019016	0.195747068848	0.108571692654	0.114047670309	0.0235095984959
a27	0.0193691044251	3.83226762757e-05	0.000166955857025	0.00611265681804	0.0510746273409	0.00311858793702	0.0456195434816	0.252922286192	0.0436720318656	0.112400464672	0.197841156283	0.111618947551	0.134434660103	0.021610662832
a37	0.0093508352417	2.60172294252e-05	0.000208012272342	0.00832431327268	0.0444889837803	0.00360334764567	0.0335080434939	0.234588552064	0.0371161316219	0.113463101557	0.214639028761	0.112859982517	0.169913436701	0.0179102397773
a31	0.0140504834139	3.00075384751e-05	0.000182560104114	0.00677962915756	0.0290546875934	0.00290477574856	0.0306059078313	0.205487764021	0.0347669915406	0.106342138852	0.254627829587	0.127778054172	0.170304495567	0.0170847140924
a22	0.014311875338	3.0614260325e-05	0.000184417014705	0.00665415045252	0.0232819868645	0.00280514368285	0.0258051849438	0.171976238007	0.0286690688469	0.091892666284	0.266358983196	0.142762338057	0.206973205189	0.0182941366975
a31	0.00936170697933	2.5205336275e-05	0.000188130601568	0.00615575501751	0.0187867520215	0.00247488892762	0.0156317119813	0.121613471336	0.023705977949	0.0906324320947	0.316977907732	0.158964069352	0.218518538396	0.0169634508992
a20	0.00760960179311	2.22136297583e-05	0.000155096147189	0.00536985320584	0.0168901090738	0.00174293490921	0.0100713356604	0.087357287112	0.0191832863163	0.0846762406982	0.347267769244	0.168297489784	0.235652426132	0.0157043589664
a31	0.0050855221977	2.01084209194e-05	0.00013638509573	0.00493849280195	0.0159130115246	0.00142387570307	0.00679289942013	0.0657158613707	0.0136661194388	0.0766231335661	0.376718399748	0.175406266595	0.243787068711	0.0137728309888
a37	0.0042642267659	1.98470029731e-05	0.000126207548577	0.00471643900065	0.0161328066749	0.00115415126769	0.00515735034004	0.0538090614569	0.0109438471463	0.0713321858554	0.391636749916	0.176495868865	0.25168666957	0.0125245593296
a31	0.0036527831553	2.0168254991e-05	0.000121875864526	0.00462374483355	0.016193342125	0.00105598858923	0.00442829258001	0.0479633721523	0.00905148371543	0.0667230299518	0.400944689972	0.177040936288	0.256462699857	0.0117175547765
a3	0.0034889900851	2.04956866637e-05	0.000123682969842	0.00474820911118	0.0164255299417	0.000998732729743	0.00406259666	0.0454007290508	0.00840660257181	0.0654222123173	0.406313256657	0.176466345429	0.256802636619	0.0113199609255
a31	0.0033823449617	2.10741048879e-05	0.000124324196614	0.00480039490373	0.0165510389472	0.000980134369914	0.00390432685333	0.0440782440169	0.0078292771906	0.0637166297724	0.409441912219	0.175750358476	0.258359242206	0.0110607118752
a18	0.0033374230539	2.3219567296e-05	0.000130745462205	0.00521629950124	0.0202512642824	0.000958341916638	0.00369167345111	0.0390494590056	0.0066968807302	0.0570813822575	0.400660024073	0.171732926159	0.280384930735	0.0107854210251
a31	0.00297443551797	2.58783347653e-05	0.000136354484068	0.00535028730041	0.0214714397275	0.000944041118879	0.0034316724837	0.0347571630019	0.0054305507434	0.0516021564192	0.404735878024	0.169112905386	0.289760783578	0.010266458175
a39	0.00293086193932	2.75594019218e-05	0.000140579891356	0.0053546855668	0.0218753548758	0.00084892365296	0.00313465916123	0.0327921390006	0.00487512841447	0.0489456328064	0.405056769341	0.166053095129	0.298133234526	0.009831393725
a8	0.00250294407977	3.10418996406e-05	0.000176686823785	0.0075969999556	0.0338769219586	0.00113731371765	0.00404900025374	0.0403253976669	0.00415612753816	0.0395141869355	0.32257358978	0.14267346171	0.390024928175	0.011361368575
a21	0.00269055769326	3.73374675469e-05	0.000214112107928	0.00886990741853	0.0401207319862	0.00119380317255	0.00436941425125	0.0425365192223	0.00380382724605	0.0344726056452	0.287539746593	0.128812245237	0.433646399392	0.0116927831917
a31	0.00341445046442	4.25632065156e-05	0.000199286712643	0.00709508560618	0.0305100917954	0.00089733714085	0.00340565851708	0.0341698320741	0.00364579791535	0.0373238258817	0.358452925531	0.144807626412	0.366209663131	0.0098258720639
a28	0.00352034415481	4.54604755052e-05	0.000199777607548	0.00735710166873	0.0312492093985	0.000871341063617	0.00335940630569	0.0334018310247	0.00353316463845	0.0371348676272	0.370140941844	0.147907558804	0.351937494377	0.00934149835463
a37	0.0029464037516	4.57625021684e-05	0.000254434969183	0.0109289015562	0.0467184177995	0.00114295188787	0.00457546443523	0.0465435056749	0.00360763801282	0.0307132002091	0.268031343948	0.120039296268	0.452608194792	0.0118444901182
a20	0.0028361751172	4.09266733895e-05	0.000241775423061	0.00962599805207	0.0400760262665	0.00102122317929	0.00450995527841	0.050115929225	0.00408445197094	0.0305208980697	0.240410867983	0.112623265423	0.489954378264	0.0139381203727
a31	0.00405066830573	6.47759294632e-05	0.000228691287687	0.00582010745069	0.0228118920888	0.000717111319763	0.00318484542614	0.036283042075	0.00371900955698	0.0331000936899	0.335576769328	0.133827005141	0.408959219421	0.0116567504576
a28	0.00454451733524	8.19981121544e-05	0.000266001052562	0.0060430177169	0.0240904240296	0.000738042083254	0.00355246634205	0.037962603025	0.00346022128566	0.03126423823	0.345990969776	0.134143971714	0.397308966474	0.0105525451525
a20	0.00354842207841	6.14427840515e-05	0.000261439920854	0.00774756833897	0.0318108220099	0.00101754859442	0.00532046121402	0.0551022453417	0.00471990642855	0.0297927540767	0.242664086592	0.113424047238	0.488768622158	0.0157606237175
a31	0.00767964675947	0.000162055545684	0.000416072053618	0.00545735614632	0.0201450045366	0.00088482729814	0.00416238327134	0.0399804391139	0.00442287794285	0.0316023723589	0.318007802197	0.127020095746	0.426386940719	0.0136721509058
a20	0.00887276565316	0.000208287123561	0.000519170714539	0.00577217798211	0.0212409543789	0.00101285976605	0.00500847639045	0.045610726038	0.00432865018095	0.0299582901196	0.322824414066	0.125737105249	0.41592358024	0.0129825773019
a17	0.00867731995105	0.00015044538952	0.00049138426818	0.0077343006607	0.0291396854596	0.00135944102202	0.00728197689682	0.064461967346	0.00620751426032	0.0310155920399	0.234306288022	0.111320668416	0.479632013413	0.0182214401006
