 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
a8	0.00794205695	0.01904694295	0.32440275	0.321123795	0.013432779185	0.02826508215	0.14208822	0.1235043425	0.020194064
a23	0.00935051148333	0.0236857283167	0.26304236	0.191032815	0.0190620030617	0.05244499405	0.231775563333	0.1834586075	0.0261474306667
a31	0.00625142699444	0.0162639997722	0.23578298	0.207711685	0.0190867113539	0.0516593700167	0.238730737778	0.192684339167	0.0318287475556
a28	0.00401259429815	0.00975719669073	0.248510746667	0.206691005	0.013856984418	0.0470951753389	0.234634842593	0.206836589722	0.0286048678519
a20	0.00225572759938	0.00513183983024	0.300365368889	0.145604985	0.00557033465267	0.051497085113	0.236040560864	0.230169249907	0.023364853284
a31	0.00180424686646	0.00352998297675	0.372535572963	0.202230445	0.00428587799756	0.0351844670377	0.176244026955	0.186614803302	0.017570624428
a8	0.00161793075549	0.00303130385892	0.371708274321	0.218753988333	0.00418276963252	0.0372839910126	0.162556342318	0.176907971101	0.023957483476
a31	0.00119730578516	0.00226859948631	0.43337229144	0.196578612778	0.00269284117751	0.0364057936709	0.140894093439	0.161141235034	0.0254491938253
a20	0.000862737228387	0.00156876749544	0.456805457147	0.216777114259	0.00167112067917	0.0237301228903	0.12666566048	0.154328109678	0.0175908599418
a31	0.000522591416129	0.00103368893181	0.460247832382	0.23736186142	0.000781201733057	0.0184055776301	0.116812403493	0.149145409893	0.0156894114806
a36	0.000301722522043	0.000601259510603	0.438170987461	0.220725393807	0.000452279547686	0.0124567518767	0.122031891164	0.191633396631	0.0136263249935
a24	0.000249226544014	0.000633998170201	0.31463242582	0.266461294602	0.000359075885895	0.0140923989589	0.150903913721	0.235839008877	0.0168286613312
a37	0.000519401984671	0.00142899035673	0.26631771194	0.432639621534	0.000404609635298	0.0123202818863	0.111389243574	0.159245294959	0.0157348394437
a27	0.000928518438224	0.00250021001891	0.235816777313	0.555328933845	0.000338548631766	0.00854117439543	0.0770175821913	0.109973823653	0.0095544709479
a8	0.00103890414607	0.00277750697297	0.207172969104	0.640547484615	0.000358001243922	0.00592929699848	0.0549367107304	0.080684254551	0.00655487338263
a23	0.000979893082023	0.00266957109099	0.186868093035	0.699621618205	0.000369772421307	0.00417272923283	0.0399214349101	0.0606689331837	0.00472792272754
a31	0.000769018827341	0.00203599928033	0.266798407678	0.632627672735	0.000415811080436	0.00342962664428	0.0329851603034	0.0552134870612	0.00572479924251
a37	0.000523907129114	0.00148594834344	0.302488429226	0.567618270912	0.000418256640145	0.00355586881476	0.0397792607678	0.0771161133537	0.00701392821417
a29	0.000459962019705	0.00155202364781	0.227798206409	0.599000820304	0.000313468286715	0.00375893567159	0.0510371289226	0.109645274451	0.00643416553806
a31	0.000311003653235	0.00108260633594	0.291156052136	0.556732056768	0.000259780458905	0.0029971663572	0.0426608063075	0.0989554514837	0.00584506507935
a13	0.000208843357745	0.00076234378198	0.309191900712	0.493426912256	0.000269787112968	0.00316433278573	0.0463528734358	0.139417317161	0.00720566292645
a31	0.000178109122582	0.000647278277327	0.328552500237	0.451309847419	0.000234939342323	0.00300049482858	0.0483797458119	0.160729174387	0.00696789230882
a8	0.000147524454194	0.000408437592442	0.334969156746	0.374108932473	0.000154377022108	0.00228930450953	0.0524908819373	0.229157770129	0.00627362193627
a31	0.000187815578065	0.000389840564147	0.353999752249	0.294980830824	0.000110526123369	0.00186243025651	0.0581676146458	0.284610373376	0.00569080881209
a21	0.000201432376022	0.000373020894716	0.336464664083	0.199973440275	8.4025677123e-05	0.00208458627217	0.0632754975486	0.391384721125	0.00615860460403
a31	0.000285690475341	0.000484924214905	0.315563788028	0.153430130092	7.6563389041e-05	0.00214494420739	0.0664276511829	0.455329447042	0.00625686286801
a29	0.000352036585114	0.000563392154968	0.310955149343	0.122757024364	7.04456896803e-05	0.00233539165246	0.0767163637276	0.480521375681	0.00572882062267
a31	0.000458060255038	0.000699903691656	0.295430866448	0.103481815788	7.18706832268e-05	0.00242548898415	0.0817776559092	0.51006245856	0.00559185667422
a46	0.000525417085013	0.000776653157219	0.286762725483	0.0912112352627	7.53969644089e-05	0.00228962189472	0.0932476033031	0.52043422952	0.00467707755807
a31	0.000598432808338	0.000851351712406	0.267857528494	0.0795609150876	8.00416381363e-05	0.00227325283157	0.099939951101	0.544437776507	0.00440071538602
a49	0.000633190459446	0.000886878270802	0.260416699498	0.0743808350292	9.15005493788e-05	0.00253071527719	0.107771530367	0.548821315502	0.00446730489534
a3	0.000462852529815	0.000663221390267	0.150944325166	0.0427363463431	0.000116447059793	0.00421868025906	0.147554323456	0.646878805167	0.00642497306511
a18	0.000416918489938	0.000648847596756	0.121606870389	0.037466110781	0.000143209229931	0.00543063831969	0.158861617819	0.666847568389	0.00857820035504
a31	0.000629548443313	0.000941401432252	0.21033584013	0.064884270927	0.000135362136644	0.0042605907399	0.12469005494	0.58672121613	0.00740168565168
a8	0.000711661987771	0.00101287567742	0.230801473377	0.0696288956423	0.000112958468881	0.00276922564663	0.11003120398	0.579937665377	0.00499399518389
</S>	0.000571480903885	0.00080824038871	0.159072291689	0.0479271308212	0.000113904649441	0.00302316282331	0.12957325199	0.653875482689	0.00503501624195
