 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.016610233	0.327764465	0.1074749825	0.050132321	0.1003842685	0.0893305485	0.107333126	0.1944373425	0.00653271125
a13	0.01818084	0.359484011667	0.115580205833	0.055714039	0.0762488631667	0.1895442495	0.0684875326667	0.1069522745	0.00980794808333
a20	0.0126538443333	0.368874657222	0.0944946769443	0.046679357	0.0665904590556	0.261063779833	0.0538391082222	0.0847484055	0.0110556922278
a7	0.00995224177777	0.443631485741	0.0867625023148	0.0396771956667	0.0643042563519	0.225216293278	0.0431666300741	0.0801834551667	0.0071059211426
a36	0.0102359849259	0.50249183858	0.0945734041049	0.0384210198889	0.0688602954506	0.159934807759	0.0395733720247	0.0807517130556	0.00515754908087
a7	0.0115117633086	0.511159029527	0.128876071368	0.047566579963	0.0773554671502	0.0982768859197	0.0395404746749	0.0818226410185	0.00389108842696
a31	0.0100992349029	0.463122209842	0.123177550456	0.048960424321	0.0955675393834	0.0692422319732	0.0505554068916	0.13536167034	0.00391371704232
a37	0.00799227160097	0.467508569947	0.115581106819	0.0409158357737	0.0949510281278	0.0668197139911	0.0526481749639	0.150324881447	0.00325839634744
a31	0.00711423203366	0.455049723316	0.109752310273	0.0347917182579	0.0970483127093	0.062511295997	0.0596435193213	0.171046295149	0.00304260444915
a37	0.00602825411122	0.460324321105	0.134775951424	0.0339275584193	0.0896242042364	0.0484794166657	0.0570708714404	0.167188163716	0.00258129179972
a41	0.00660871080374	0.491904807035	0.221801597141	0.0525020254731	0.0674118447455	0.0306216672219	0.0363563048135	0.0914586472387	0.00133440791657
a21	0.00713799836791	0.481642372345	0.271233069047	0.066709708491	0.0614851262485	0.0164185517406	0.0290720732712	0.0654467737462	0.000854317005523
a31	0.00669864322264	0.437968317448	0.215681243016	0.054021835497	0.0782318447495	0.0215405915802	0.0532098817571	0.130573371915	0.00207427120184
a39	0.00559784040755	0.473445015816	0.177393717672	0.0374192811657	0.0748193969165	0.0261154541934	0.058114532919	0.144674004305	0.00242077390061
a13	0.00411715026918	0.571848691939	0.234456329224	0.0368388870552	0.0422829619722	0.0168546964645	0.0277602206397	0.0648504457683	0.00099061363687
a31	0.00391101198973	0.511346017313	0.191599656408	0.0321709396851	0.0559800096574	0.0207741302215	0.0479872308799	0.134568162589	0.00166278798229
a20	0.00304395392991	0.566499955771	0.126885822136	0.0200888372284	0.0536029925525	0.0237670230738	0.0519981854266	0.152249819196	0.00186336056743
a31	0.0020965345433	0.586324735257	0.101904992379	0.0135646144095	0.0421126468508	0.0245965073579	0.0501829216089	0.177792278065	0.00142477466248
a35	0.00158902514777	0.610232445086	0.0781592291263	0.00972007890317	0.0376922052836	0.0248232534526	0.0494047215363	0.187109187022	0.00126985001283
a31	0.00108036308259	0.613289425029	0.0658396780421	0.00667786186772	0.0262959680945	0.0241525654842	0.0442845535121	0.217474370007	0.000905195162943
a26	0.000908582340863	0.611034751676	0.054423373014	0.00528856348924	0.0228419421982	0.0273313031614	0.0437837471707	0.233575295002	0.000812417470981
a9	0.000433291593621	0.797760083892	0.0534771396713	0.00358402122975	0.0117401063661	0.0190066123871	0.0184805047236	0.095143086334	0.00037511869366
a33	0.000300715797874	0.861907404631	0.0535286052238	0.00317374900992	0.00866443125537	0.0115565898957	0.0102237557079	0.0504375074447	0.00020722165122
a31	0.000560650399291	0.704897694877	0.0475952070746	0.00337658716997	0.0116338344185	0.0167849567319	0.0252647097026	0.189518801482	0.00036756038374
a39	0.00059663841643	0.668344814959	0.0343993923582	0.00287173322332	0.0111043395395	0.020442249244	0.0290685209009	0.232713941161	0.00045836496458
a24	0.000279118305477	0.84553533832	0.0289210054527	0.00187625017444	0.0056839917465	0.014285829748	0.012006406667	0.0911097537203	0.00030225370486
a37	0.000174339728492	0.910726262773	0.0250903954842	0.00150989369148	0.00378282924883	0.0104804355827	0.00614764625567	0.0417887705734	0.000299352298287
a7	0.000176981609497	0.928015470924	0.0219985748281	0.00175425936383	0.00393149891628	0.0104233418609	0.00494191728522	0.0281793718578	0.000578513149429
a17	0.000187688186499	0.938248806975	0.017448428276	0.00159459864128	0.00372157713876	0.00944119205363	0.00475760469507	0.0239254422859	0.000674600363143
a24	0.0001655629455	0.955166185658	0.0117174887587	0.00102015776709	0.00275009414625	0.00615609935121	0.00395683529836	0.0185931255953	0.000474397451048
a34	0.000164329285167	0.960967295219	0.0099400312529	0.000788665522363	0.00231474438208	0.0053979942504	0.00365220989945	0.0164051273651	0.000369581567016
a37	0.000193076021722	0.958359175073	0.00933023675097	0.000823887140788	0.00285209752736	0.00563780165013	0.00403111759982	0.0183520191217	0.000420583602339
a31	0.000355204353907	0.941074268358	0.0133008182503	0.00112211738026	0.00349648420912	0.00612480088338	0.00524752269994	0.0288916223739	0.00038716603078
a37	0.000423554351302	0.931957722786	0.0141934398501	0.00116580901675	0.00405106533637	0.00711916029446	0.00607610146665	0.034667561458	0.00034562256026
a41	0.000358733717101	0.937250040929	0.01093722305	0.00117551969558	0.00502415434546	0.00688101276482	0.00610138655555	0.031801103486	0.00047086325342
a31	0.0004500078857	0.93068766031	0.0143442830167	0.00133093363186	0.00471466058182	0.00640351948827	0.00600906468518	0.0356862008287	0.000373702957807
a28	0.0004385312219	0.929070153437	0.0138178337722	0.00113192660062	0.00434639109394	0.00880647672942	0.00594031712839	0.0361210986096	0.000327286525936
a20	0.000366933130633	0.931167071146	0.0110523933574	0.00120910062354	0.00557306313131	0.00937421367647	0.00630699980946	0.0345043238699	0.000445880541979
a17	0.000355686296878	0.932217510382	0.0108762047858	0.00123609686451	0.00539004704377	0.00900617265882	0.00622436820315	0.03428326129	0.00041057798066
a31	0.000423343542293	0.927469723461	0.0133750312619	0.00108471487817	0.00408559151459	0.00978537821961	0.00582684930105	0.0376856420967	0.000263601933553
a24	0.000426434540764	0.931654694487	0.0141683114206	0.00104248537939	0.0035990153382	0.0080756464732	0.00529807793368	0.0355280403656	0.000207228427851
a20	0.000365377473588	0.937323884829	0.0131177428069	0.00138567611313	0.0047722927794	0.00669652055773	0.00536199074456	0.0306202537885	0.00035625093595
</S>	0.000405159486794	0.930270642414	0.0150846134034	0.00188896135656	0.0062248503897	0.00645322327886	0.00590155702228	0.0332975253943	0.000473447392975
