 	si	è	rotta	la	coppa	</S>
a31	0.32886854	0.007812893	0.097335995	0.549922555	0.013622083	0.0024379496
a20	0.42356821	0.00734258833333	0.0732500716667	0.478387135	0.0146554186667	0.002796611
a19	0.293694084667	0.00405170661111	0.0778582322222	0.589901361667	0.0275752978889	0.00691933046667
a18	0.306315436222	0.00396635837037	0.0998605690741	0.540609123889	0.0379499982963	0.0112985114889
a27	0.492921458741	0.00601249912346	0.105302379691	0.348034581296	0.0353808227654	0.0123482738296
a31	0.391341702914	0.00530404080782	0.12535900323	0.429477767099	0.0377780565885	0.0107394754099
a39	0.219307117638	0.00687176503594	0.166001747743	0.506742592366	0.0765093145295	0.02456750527
a31	0.156147575213	0.00721282637865	0.213843309248	0.480791457455	0.112481504843	0.0295233434233
a46	0.0656299144043	0.00477911582622	0.246046523083	0.536167962485	0.127962658281	0.0194138158078
a31	0.0528698448014	0.00491205137541	0.228445411028	0.584162854162	0.113741427427	0.0158684307359
a20	0.0492586669338	0.00650113855847	0.181782600343	0.675068118054	0.075042711809	0.0123468230453
</S>	0.0389451014669	0.00864994827924	0.156709150172	0.718150609027	0.0646370229045	0.0129082270226
