 	stava	ancora	cucinando	</S>
a8	0.022364613	0.151053985	0.7686536	0.057927768
a46	0.0215741669	0.10874727	0.812631973333	0.0570465383333
a24	0.00838566266667	0.056599119	0.892818294444	0.0421969041111
a37	0.00422026502222	0.0516895556667	0.878105764815	0.0659844357037
a20	0.00559410867407	0.127332083889	0.736623584938	0.130450230568
a31	0.00694026789136	0.161943217963	0.696483791646	0.134632710189
a37	0.00617404816379	0.176309509321	0.682320537215	0.135195893396
a31	0.00725743492126	0.222709463107	0.628898035738	0.141135044465
a20	0.00606022197375	0.196712911036	0.678605491913	0.118621341488
a31	0.0661215656579	0.179685473679	0.657227553971	0.0969653771627
a6	0.0870666275526	0.160854141226	0.685224484657	0.0668547573876
a31	0.0991948448509	0.138922903742	0.707013484886	0.0548687867959
a20	0.10376595195	0.131795101247	0.713924828295	0.0505140955986
a46	0.0417672909833	0.123159540416	0.782636742765	0.0524364005329
a31	0.0358571513278	0.114257953472	0.803406480922	0.0464784168443
</S>	0.0427319421639	0.097778476736	0.816453490461	0.0430361014222
