 	deve	che	entra	da	qui	</S>
a31	0.00910703335	0.00188271815	0.70651938	0.00636340105	0.27130784	0.00481956165
a21	0.00639093048333	0.0013317392	0.626452593333	0.00371338798333	0.35676612	0.00534520911667
a31	0.00408124911444	0.000679224266667	0.644389464444	0.00190988719444	0.344434426667	0.00450573407222
a20	0.00228371379148	0.000370127542222	0.716151388148	0.00119430440815	0.275368888889	0.00463154922407
a11	0.00312320933049	0.000172214457407	0.800047146049	0.00153822474605	0.18716638963	0.00795278914136
a31	0.00334146061016	0.000199314369136	0.843636308683	0.00328847728202	0.140768779877	0.00876563624712
a37	0.00298776773672	0.000187612706379	0.816835312894	0.00402198492734	0.161390386626	0.014576891949
a31	0.00396018707891	0.00021670708546	0.784093470965	0.00357843997578	0.191059402209	0.017091757983
a8	0.00649546435964	0.00032017193182	0.702986523655	0.00316914019193	0.274360950736	0.0126677283277
a31	0.0333787987865	0.00173789570394	0.625965841218	0.00505044076398	0.322004036912	0.0118629861092
a46	0.0437838185955	0.00277877870131	0.583029713739	0.00775728108799	0.345327355637	0.0173230423697
a31	0.0745527885318	0.00489086123377	0.544489017913	0.011810459696	0.343200898546	0.0210559547899
</S>	0.119760304266	0.00737337961688	0.566550578956	0.015422769848	0.272833984273	0.018058989395
