 	non	mi	aspetti	che	non	vengo	</S>
a8	0.1350153658	0.00412381128	0.111351235	0.098339133	0.025495281	0.52516325	0.100511915
a31	0.135741898933	0.00395002522667	0.0505484741333	0.0459410446667	0.0203020738333	0.636399616667	0.107116866667
a24	0.046932356291	0.00148264661889	0.0208686179778	0.0241121898889	0.0146838391111	0.788723105556	0.103197257222
a31	0.017859135277	0.000687797816297	0.0131693884593	0.0211739126296	0.0126019143704	0.837752985185	0.0967548624073
a36	0.00814599909233	0.000440377938766	0.0158379044864	0.0212600872099	0.0104633464568	0.864085828395	0.0797664424691
a31	0.00373348336411	0.000298674959589	0.0378369714955	0.0459812007366	0.0125394384856	0.831015182798	0.0685950391564
a39	0.00215804462804	0.000229747395863	0.0499501144985	0.0534638542455	0.0125993721619	0.821273584266	0.0603253097188
a8	0.00183612001601	0.000269511414621	0.0541015621662	0.0245362690818	0.0062932152873	0.863540628089	0.0494227615729
a31	0.00367977950534	0.000724604324874	0.0894115707221	0.0186682286939	0.00351932309577	0.85096277603	0.033033764191
a29	0.00494372303511	0.00109339790829	0.0875209269074	0.0178963755646	0.00365035879859	0.854067138677	0.030828077397
a31	0.0281430562117	0.0065040196361	0.154707722302	0.0210673478549	0.00431328759953	0.756869749559	0.0283947981323
a17	0.0373739674039	0.00866989621203	0.179701743101	0.024277099285	0.00580626203318	0.714212939853	0.0299580477108
</S>	0.0233954717019	0.00546641510601	0.112050575051	0.0218584236425	0.00756765826659	0.790819369927	0.0388420288554
