 	tutto	il	cibo	vuole	girato	</S>
a31	0.10285854	0.00488998985	0.486289485	0.00488635525	0.378086765	0.0229888505
a8	0.0590692543333	0.00576312985	0.462662118333	0.00473603308333	0.438935625	0.0288338205
a31	0.0420213817778	0.00588158871667	0.482793449444	0.00428746416111	0.435355725	0.0296603881667
a29	0.0466281232593	0.00428565077222	0.510696659815	0.00328076358704	0.412644065	0.0224647653889
a20	0.14728626442	0.00226457422407	0.517680379938	0.00153505649568	0.314973655	0.016260061463
a39	0.324993201473	0.00428121017469	0.452628119979	0.00137231679856	0.205809471667	0.0109156619877
a31	0.344225820491	0.0073313207249	0.42959401666	0.00565416026619	0.191897010556	0.0212976871626
a0	0.30987008683	0.0063660435083	0.45165506222	0.00700984772206	0.200791653519	0.0243073031542
a31	0.29014811561	0.00471627976943	0.47221298074	0.00599995620735	0.20610865784	0.0208139784847
a24	0.211342585203	0.00369641708981	0.51161417358	0.00609485606912	0.245365752613	0.0218862261616
a36	0.228620891734	0.00223663792994	0.523469991193	0.00381075392304	0.226628914204	0.0152328447205
a11	0.338505400578	0.00208760057665	0.476417423731	0.00338181954101	0.168285514735	0.0113222262402
a17	0.455691060193	0.00315190255888	0.401615834577	0.00427074818034	0.125857653578	0.00941274608007
a31	0.364878016731	0.00290009301963	0.450839098192	0.00429991696011	0.163837053193	0.01324579236
a6	0.21039444891	0.00193629713988	0.537860886064	0.00406187622004	0.226212661064	0.0195338457867
a31	0.17359104297	0.00170913911329	0.563736442021	0.00348213020668	0.238688897021	0.0187923415956
a24	0.142946379657	0.0018631813711	0.564832310674	0.00394880186889	0.258109625674	0.0282996535319
a6	0.137577545219	0.00304269565703	0.527128630225	0.00679279928963	0.281981575225	0.0434767091773
a31	0.186136365073	0.00321457465234	0.500614253408	0.00601827152988	0.268166355075	0.0358501787258
a46	0.186772981691	0.00262274078411	0.466602694469	0.00440864784329	0.303642575025	0.0359503705753
a39	0.125387430564	0.00340982986137	0.43688250149	0.00718021951443	0.373194648342	0.0539454035251
a31	0.169811136855	0.00333704135379	0.429318717163	0.00673293150481	0.346191599447	0.0446085885084
a41	0.184220738952	0.0026264802846	0.400493895721	0.00456513083494	0.373583906482	0.0345098321695
a8	0.134228462984	0.00395690829487	0.378894191907	0.00681292494498	0.435544458827	0.0405630487232
</S>	0.132830566492	0.00519459529744	0.379601335953	0.00861751097249	0.433410494413	0.0403454833616
