 	sta	e	dorme	nel	letto	</S>
a33	0.003991395675	0.052963137	0.67399335	0.02695326	0.226216949	0.0158819092
a31	0.004249992325	0.0414521203333	0.50983243	0.025104665	0.401983123	0.0173776787333
a37	0.00177050083833	0.0273682242444	0.438649083333	0.0131478488667	0.508946841	0.0101175085778
a31	0.000708242852777	0.0135639164148	0.584124321111	0.00660093472223	0.389215958667	0.00578663484593
a13	0.000338300184259	0.00961895423827	0.68984952037	0.00686692314074	0.287519524556	0.00580678393531
a20	0.000166775618086	0.0191515779794	0.70282978679	0.0125098663802	0.257333201519	0.00800880307844
a24	0.000149712982695	0.0419120646598	0.724990252263	0.0188448944601	0.204072007173	0.0100310884595
a28	0.000221156130898	0.0554085662199	0.716244260754	0.0234937554867	0.193011415724	0.0116208464865
a31	0.000224572750299	0.0502950360733	0.789113940251	0.0202966881622	0.131595108575	0.00847463576217
a35	0.000132489258433	0.0389812903578	0.81076515675	0.0257858283874	0.112577362858	0.0117578561874
a18	0.000131792591144	0.0444476324526	0.739719375583	0.0429186004625	0.148691280953	0.0240913020625
a31	0.000189020307048	0.0429072001509	0.768871721861	0.0431133151542	0.122711836984	0.0222068545542
a13	0.000368531169016	0.0495736060503	0.700779317287	0.0537199233847	0.159202382328	0.0363561843847
a39	0.000697105123005	0.0962465720168	0.557996132429	0.0717190344616	0.218990867443	0.0543502681282
a31	0.000833393487668	0.0884992523389	0.670863044143	0.0562524781539	0.149233805814	0.0343180031427
a21	0.00114851570922	0.083254419113	0.706775181381	0.0475346960513	0.134863518605	0.0264236394809
a31	0.00140497776974	0.0807757887043	0.72134124046	0.0410820856838	0.132155981202	0.0232399232936
</S>	0.00130097223487	0.0476663328521	0.81820994023	0.0276149133419	0.092656728101	0.0125511398468
