 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.601472185	0.001115986325	0.006320357225	0.0409839965	0.0080006961	0.00183183633	0.336627715	0.00364717595
a0	0.419976565	0.000803972825	0.002593041035	0.0396361175	0.00388435206667	0.00155542079667	0.524090455	0.00746003071667
a31	0.471696921667	0.000705280008333	0.001290060945	0.0385463298333	0.00245059478889	0.00147879959889	0.474706235	0.00912576800556
a17	0.500670827222	0.000651894589444	0.00101613693833	0.0535218806111	0.00450919922963	0.0043210535663	0.415048228333	0.0202607911019
a20	0.435351809074	0.000677917449815	0.00162377691278	0.087462293537	0.00955185374321	0.00993085435543	0.417225159444	0.0381763503673
a31	0.551192619691	0.00121269964994	0.00390791407093	0.106005419846	0.0180209725811	0.0100615364518	0.277028334815	0.0325705357891
a37	0.464227079897	0.00134620203665	0.00605680802364	0.150294461949	0.0289755681937	0.0181040471506	0.278294246605	0.0527015909297
a15	0.304898836632	0.00110663633222	0.00773442767455	0.181050727316	0.0326043713979	0.0284082827169	0.363467082202	0.0807296349766
a46	0.498591685544	0.00126273167741	0.00755968099152	0.130957851439	0.0233304361326	0.0209467457723	0.260103754067	0.0572471498255
a24	0.700315801848	0.00168254095914	0.00750762643051	0.0778164684797	0.0156636103775	0.0140563424574	0.148491754689	0.0344658534418
a31	0.627042133949	0.00226861308638	0.0114107674768	0.149163691827	0.0418854837925	0.0155378048191	0.11820792823	0.0344835444806
a18	0.47322057465	0.00212801432879	0.0126927714923	0.203032407276	0.0546565379308	0.0203732629397	0.188768922743	0.0451274981602
a11	0.548864574883	0.0016912695096	0.00972848639743	0.134721702425	0.0310934656436	0.0187660068132	0.212950444248	0.0421840303867
a35	0.718609191628	0.0016098417032	0.00775863159914	0.0802214561417	0.0169704132145	0.0107769140044	0.138931764749	0.0251217887956
a31	0.551474097209	0.0015897227344	0.00781152043305	0.207837874047	0.0332941260715	0.0113730629015	0.154473301583	0.0321463065985
a13	0.344413765736	0.00148660771147	0.00856739347768	0.282008334682	0.0480101270238	0.0194604436338	0.239298150528	0.0567551731995
a11	0.388679705245	0.00161574357049	0.0104572326592	0.187885084894	0.0400915263413	0.0236963748779	0.278721010176	0.0688532960665
a31	0.320343955082	0.00179455595683	0.00926484261973	0.253430491631	0.0345899577804	0.017600447626	0.305121243392	0.0578544500222
a46	0.187779455027	0.00156092698561	0.00674594810658	0.28907363721	0.0332365545935	0.0157847448753	0.397987354464	0.0678313446741
a31	0.176974528342	0.00229471772854	0.00601535270219	0.259522212403	0.0279768971978	0.0136957531584	0.450751291488	0.0627692218914
a24	0.146267489447	0.00231971616618	0.0041015060674	0.239085674134	0.0192564470659	0.00795746648613	0.540918037163	0.0400936389638
a35	0.127918846482	0.00214554724539	0.00426449752247	0.187340191378	0.0206712366886	0.00810867872871	0.607655082388	0.0418958853213
a31	0.199338268827	0.00496916534846	0.00637122117416	0.212883620459	0.0209265722295	0.00643714457624	0.519893980796	0.0291799782404
a46	0.192788879609	0.00569585961615	0.00595442142472	0.22552585682	0.0192009730765	0.00563636152541	0.524972293599	0.0202253282135
a31	0.20775796987	0.00842150603872	0.00740529650824	0.208076462273	0.0196554266922	0.00572582377514	0.5258044312	0.0171530797378
</S>	0.278527074935	0.0125344710194	0.0100830942541	0.205554121137	0.0186025683461	0.00454905278757	0.4591018156	0.0110478053689
