 	da	da	un	famoso	poeta	</S>
a31	0.00161054435	0.00020330957	0.0711048135	0.1473180035	0.758148415	0.0216149515
a37	0.00104850673	8.7055242e-05	0.0707638835	0.232312161167	0.679056728333	0.0167317035
a31	0.000686971936667	4.37669316667e-05	0.0593359988333	0.199928980389	0.727120846111	0.0128834688333
a28	0.000474976925556	2.96343915556e-05	0.0616190872778	0.14530129013	0.776688428704	0.0158866106111
a31	0.000685167541852	7.05279225185e-05	0.0802560424259	0.116567155377	0.779481109568	0.022940017537
a20	0.000735141817284	8.73567175062e-05	0.184711250809	0.160311903792	0.627026336523	0.0271280158457
a13	0.000417965625761	5.96433441687e-05	0.399539816936	0.247575611264	0.325702692174	0.0267042899486
a39	0.000364331028587	5.51654710562e-05	0.536215205645	0.232463377088	0.203330254058	0.0275716966495
a31	0.0016322998462	0.000229320155019	0.560155125215	0.199292322363	0.213748041353	0.0249428752165
a35	0.0021565175954	0.000302012885006	0.506878865072	0.224212484121	0.247604540451	0.0188455454055
a31	0.00993280894513	0.00101862950834	0.491346941691	0.22979184804	0.25301861015	0.0148911366685
a17	0.0139527097817	0.00143988478278	0.46179521723	0.211625526013	0.298911693383	0.0122749410895
a31	0.0419599827272	0.00412960637426	0.447172789077	0.184092282004	0.310298667794	0.0123466296965
</S>	0.0744704613636	0.00721789168713	0.493219294538	0.143868366002	0.271037028897	0.0101869038482
