 	non	aveva	dove	aveva	per	stare	</S>
a7	0.013914719645	0.018173803	0.05039808	0.114848245	0.211900605	0.55488361	0.03588094
a31	0.014071158515	0.0181942136667	0.04795877	0.114822518333	0.206565085	0.56505417	0.033334083
a29	0.00486994242833	0.0092569698889	0.0376706	0.108479189444	0.204251608333	0.611712403333	0.0237592856667
a19	0.00163827712111	0.0038446757963	0.0243486126667	0.081955143148	0.179389349444	0.693510394444	0.0153135645556
a46	0.000655059218703	0.0060844004321	0.0323391702222	0.077036847716	0.202116156481	0.668666378148	0.0131019948519
a31	0.000340661157234	0.0076949222107	0.0535950267407	0.109736962572	0.276220185494	0.538074452716	0.0143377899506
a38	0.000190488236745	0.00657601547023	0.0543390749136	0.114857074191	0.261688448498	0.547514577572	0.0148343123169
a31	0.000130969915248	0.00620763209008	0.0504900693045	0.10589886473	0.239592316166	0.584712979191	0.0129671476056
a20	7.0960851416e-05	0.00506852209669	0.0439713364348	0.09670103891	0.231324702055	0.610805896397	0.0120575463685
a31	4.81912531387e-05	0.00418624683223	0.0296643518116	0.0682714836367	0.167988240685	0.720064782132	0.0097767477895
a0	7.05178770462e-05	0.00344348801074	0.0252629859372	0.0586085018789	0.136183886895	0.765879670711	0.0105509925965
a31	8.92512440154e-05	0.00270536762025	0.0183631534791	0.043910641293	0.093163968965	0.83173834357	0.0100292891988
a46	0.000167042959672	0.00182064625675	0.0186135803264	0.0502701887643	0.110525952988	0.80663549119	0.0119671217329
a18	0.000306082706557	0.00187000135225	0.0274429951088	0.0776834245881	0.181688954329	0.690214197063	0.0207943752443
</S>	0.000348928858279	0.00187827932612	0.0318986925544	0.0903823022941	0.217796752165	0.634154498531	0.0235405576222
