 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.0778751085	0.01156783865	0.0919611155	0.2413211585	0.508801985	0.0523949685	0.011719014	0.00435885355
a8	0.0833415415	0.00691524751667	0.0329431143	0.0903309585	0.667995008333	0.0885670028333	0.0226292286667	0.00727793435
a31	0.0634523858333	0.0180321437056	0.0369763002333	0.0617868948333	0.686571682778	0.0959116269444	0.0284144988889	0.00885449145
a41	0.0528205512778	0.0218713879019	0.0389486862111	0.0599667036111	0.701657907593	0.0886888396481	0.0265938946296	0.00945204648333
a31	0.0276675904259	0.0113551449673	0.0343941938704	0.220394161204	0.599279675864	0.0749352358827	0.0229590975432	0.00901488322778
a0	0.0192307104753	0.00851073465577	0.0372008462901	0.283830073735	0.565369955288	0.0616038499609	0.0173378541811	0.00691596204259
a31	0.0132118771584	0.00566562341859	0.0299843630967	0.284355111245	0.588183508429	0.057650367987	0.015144003727	0.00580515558086
a39	0.0080954319528	0.0032544628062	0.0239139186989	0.280681686082	0.622603816143	0.0461055559957	0.0112171957423	0.00412795536029
a31	0.00537527535093	0.00200235680207	0.0174107465663	0.226914137694	0.686311318714	0.0469649396652	0.0112888645808	0.00373238655343
a10	0.00371040105031	0.00122267072402	0.0135696857221	0.200353724898	0.723168972905	0.0436554922217	0.0109075950269	0.00341146791781
a20	0.00204769748344	0.00088543863134	0.00768086760737	0.0965753006327	0.845311257635	0.0377020714072	0.00733129817563	0.00246605880594
a31	0.00258940599448	0.00106398551045	0.0111574510358	0.131821493544	0.805604205878	0.0371692851357	0.00813091822521	0.00246326403531
a10	0.00250420329816	0.000897534196817	0.0110892262453	0.138097974515	0.796914221959	0.0387490937119	0.0091448592084	0.00260293687844
a20	0.00152398109939	0.00135088439227	0.0104540209818	0.0826814581717	0.853315173986	0.0377815392373	0.0094772332028	0.00341574589281
a31	0.00279780656646	0.00182530586409	0.0163861703273	0.143418289391	0.783372891329	0.0387387017458	0.00999077940093	0.00347004856427
a13	0.00341192202215	0.0018300625547	0.0189504117758	0.17066657313	0.74931129711	0.0414401359153	0.011041507467	0.00334811082142
a20	0.00244677757405	0.00716125265157	0.0562494872586	0.14714893771	0.70609793237	0.0532556736384	0.0199293938223	0.00771060244047
a31	0.00483190292468	0.00887445755052	0.0739827324195	0.262044095903	0.574258944123	0.0489156662128	0.0192988919408	0.00779331421349
a28	0.00590412370823	0.00852045551684	0.0867429141398	0.331090565301	0.493410281374	0.0483457640709	0.0191550096469	0.00683083347116
a24	0.00416969463608	0.0169793608389	0.24022209138	0.2771194551	0.371175373791	0.0549641000236	0.0258300912156	0.00953977849039
a46	0.00362882787869	0.0230186849463	0.414463437127	0.279766738367	0.210830009597	0.0394563790079	0.0205588730719	0.0082770232968
a39	0.0033039415929	0.0252834569821	0.497495712376	0.307504476122	0.120255394866	0.0255934866693	0.0142084586906	0.00635504369893
a46	0.00323426943097	0.0277133273274	0.539287504125	0.309396002041	0.083656101622	0.0195320425564	0.0115112362302	0.00566948926631
a8	0.00335036757699	0.0302993931091	0.556160901375	0.301766034014	0.0736717272073	0.0178510921855	0.0110424027434	0.0058580843221
</S>	0.0034642855385	0.0320790585545	0.560982600688	0.293762267007	0.0739958786037	0.0180526145927	0.0114158468717	0.00624745866105
