 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
a31	0.000142241327	0.00345427185	0.0816950465	0.1044235	0.103314335	0.073202973	0.09566848	0.08398599	0.214640315	0.051728482	0.0154919495	0.095506765	0.0688407495	0.00790492295
a15	0.000202532569	0.00637168161667	0.142145608833	0.141084853333	0.0948850683333	0.073721883	0.0903045266667	0.0814067966667	0.138861511667	0.0541593706667	0.0170625725	0.090489445	0.0586801495	0.01062404265
a20	0.000163904728333	0.00806229870556	0.187578022944	0.216014997778	0.0916296161111	0.068615142	0.0775430488889	0.0662803155556	0.0920881852223	0.0352710185556	0.0107431311	0.0932117433333	0.0443759058333	0.00842270381667
a31	9.5904820111e-05	0.00599232386852	0.190764397648	0.235114302593	0.083483367037	0.0580839616667	0.0712724516296	0.0672233751852	0.110431213074	0.0338668131852	0.0062231453	0.0941883261111	0.0380768466111	0.00518359843889
a39	6.38352187037e-05	0.00394011608951	0.165465152549	0.253456124198	0.082551310679	0.0530003418889	0.0633178565432	0.0614815230617	0.114882396358	0.0301223230617	0.0042441053	0.11790747537	0.045126755537	0.00444070681296
a31	4.53454752346e-05	0.0032481004965	0.130551897516	0.276563914733	0.0952071602263	0.051861840963	0.0568406595144	0.0517890436872	0.117563327453	0.0219884133539	0.00305789456667	0.13435067179	0.0530013298457	0.00393041343765
a15	3.86412784115e-05	0.0025533399655	0.100630322505	0.267890781578	0.103167728409	0.053376179321	0.0518570765048	0.0456364918957	0.120649002484	0.018399951118	0.00301670645556	0.160645217263	0.0671901966152	0.00494838554588
a31	3.81301224705e-05	0.00234037932183	0.0814395241683	0.260495477193	0.11996719447	0.060304533107	0.0499169035016	0.0393335616319	0.119605504161	0.0142988240393	0.00326984968519	0.168911242421	0.0748451192051	0.00523373778196
a18	3.59301548235e-05	0.00200148807394	0.0700418980561	0.244124232398	0.123307068157	0.0632763357023	0.0489311701672	0.0365347012106	0.12341847472	0.0129482316798	0.0039443553284	0.184560447474	0.0812641080684	0.00561151986065
a8	2.60071279412e-05	0.00161063882465	0.0624271626854	0.255531497466	0.108312559386	0.0654147019008	0.0392520850557	0.0247992550702	0.103858141573	0.00807656169327	0.00436412750947	0.228025759158	0.0914391560228	0.00686232952022
a31	2.56880103137e-05	0.00144713377488	0.0594111322285	0.244759382489	0.119840136462	0.0651612173003	0.0457752290186	0.0307632573567	0.136024100524	0.0102917526978	0.00387366720316	0.193640276386	0.0840519273409	0.00493510330674
a3	2.69034871046e-05	0.00149690945829	0.0602372030762	0.24207454083	0.122780225487	0.0651325704334	0.0470846650062	0.0319625454522	0.137656006841	0.0108943957659	0.00395307093439	0.189164815462	0.082763939447	0.00477221380225
a31	2.78763993682e-05	0.0015100563861	0.0601985330254	0.242052206943	0.124524111829	0.0657212701445	0.0476061583354	0.0322454648174	0.137469285614	0.0109786954553	0.0040077768448	0.187040161821	0.081883918149	0.00473447350075
a39	2.81401874561e-05	0.00147285336203	0.0596453586751	0.237805172314	0.121355403943	0.0639096927148	0.0468828961118	0.0317885299391	0.137099029871	0.0110341427184	0.00418123481493	0.19503193394	0.084747369383	0.00501823193358
a31	2.7073696152e-05	0.00142046525401	0.058754472225	0.235925677438	0.118591924648	0.0625808702383	0.0460632573706	0.0310611476464	0.138823414624	0.0109381354728	0.00421531883831	0.20006476798	0.0864388781277	0.00509461464453
