 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.368560265	0.03821144305	0.08341792	0.19650247	0.17269464	0.0247107905	0.0336394635	0.013048663	0.06568059	0.00187625575	0.001657407575
a31	0.270785138333	0.0421292821833	0.111569356667	0.204802426667	0.17167281	0.0330060091667	0.0518727148333	0.0234920823333	0.08218347	0.00492123228333	0.003565417525
a20	0.246299246111	0.0195957968944	0.097195706889	0.185184158889	0.16339849	0.0271498630556	0.0525729986111	0.0251988147778	0.173848056667	0.00569147279444	0.00386536780833
a31	0.259384252037	0.0088851528648	0.0726495402963	0.23466876963	0.149997265333	0.0158768890185	0.0367685598704	0.0149306170926	0.201707468889	0.00296086069815	0.00217064009278
a7	0.247220570679	0.00407540168827	0.0587626744321	0.245525619877	0.126223447111	0.0100298531728	0.0285844886568	0.0102221898642	0.266278566296	0.00171986304605	0.00135732705426
a31	0.23858009356	0.00172006084276	0.031481700144	0.227145003292	0.15740173237	0.00831986689093	0.0215100629189	0.00704367995473	0.304276162099	0.00145379399535	0.00106782051809
a24	0.219578557853	0.00085348521092	0.027343432048	0.252998594431	0.17300274079	0.00939678056364	0.021972034973	0.00652404475158	0.284410127366	0.00226702409845	0.0016531636727
a37	0.263962702618	0.000729395720307	0.0331247563493	0.225582411477	0.159500183597	0.00774551312121	0.0150316416577	0.00358734395053	0.286626549122	0.00225108103282	0.0018584139909
a31	0.282801304206	0.000768906540102	0.0454539701164	0.291527700492	0.166668661199	0.0107984310404	0.0271353298859	0.00577036625018	0.166601989041	0.00142037034427	0.00105294871697
a11	0.337468811402	0.000914425180034	0.0469401177055	0.279486243497	0.168489187066	0.0118498788135	0.028919203862	0.00623987895006	0.117070209014	0.00147774464809	0.00114423965899
a31	0.378423920467	0.000979163046678	0.0514544102352	0.256133567832	0.172680189022	0.0138278414045	0.0221383331873	0.00463880118335	0.097241016338	0.00137760901603	0.00110510088633
a3	0.388223723489	0.000961391635559	0.0594549284117	0.257109415944	0.183149353007	0.0142473194682	0.0198172550624	0.00417102789445	0.069897637446	0.00166992057201	0.00129800972878
a27	0.456959191163	0.00119947304519	0.0568678701372	0.192603468648	0.186780947669	0.00913230162273	0.00985175435413	0.00246109953148	0.077971874482	0.00334471605734	0.00282730420959
a20	0.506083380388	0.00123202488173	0.0514161483791	0.159269579549	0.17663916589	0.00795462547424	0.00794507711804	0.00248394837716	0.077981569494	0.00486600345245	0.0041284891032
a31	0.437410490129	0.00107057651058	0.055133608793	0.223091393183	0.19984960863	0.00879085862475	0.00939212403935	0.00254324962572	0.0560637621647	0.00363618993082	0.0030181239424
a20	0.333652583376	0.00104338778686	0.052789510931	0.258755021061	0.238320689543	0.0108570908749	0.0151379033465	0.00440967740857	0.0763435883882	0.00515532475694	0.00353519775547
a11	0.302560457792	0.00115512206229	0.0428250616437	0.220134650354	0.240293593181	0.012419834625	0.0235238864488	0.00781586763619	0.133670509463	0.00955356708565	0.00604745191849
a13	0.260118445931	0.0012094686541	0.0509532705479	0.245810490118	0.227327257727	0.013700405875	0.0313423334829	0.0105976165454	0.142222571821	0.0104722675286	0.00624589907283
a28	0.218193498644	0.0012698670847	0.078733943516	0.297898626706	0.197776435909	0.0168490102917	0.0420747454943	0.0143663395151	0.116083959274	0.0105176605095	0.00623594945761
a31	0.223373322881	0.00151800602823	0.0780292525053	0.326086068902	0.21930987197	0.0144365381972	0.0355586384981	0.0118604429717	0.0780712804247	0.0073565386165	0.0044000589992
a39	0.221788167627	0.00160954504274	0.0507272878351	0.307800262967	0.250332097323	0.0107060931657	0.028074890166	0.00939510979057	0.110616447475	0.00596835031883	0.00298177017973
a31	0.233503929209	0.00190426248091	0.037989649945	0.294011870989	0.249744899108	0.0091512098219	0.0252301880553	0.00849938519686	0.131902725825	0.00554283162628	0.00251908570524
a8	0.278375616403	0.00236517589364	0.028803838315	0.262846483663	0.231265776369	0.00640771637397	0.0164294576851	0.00538953833229	0.162964358608	0.00352795729543	0.00162411344708
</S>	0.279050708202	0.00239889604682	0.0248348441575	0.227906741832	0.204559403184	0.00618502568699	0.0162514868425	0.00555039466615	0.227284734304	0.00404525699771	0.00193253707354
