 	vuole	vuole	mangiato	caldo	</S>
a37	0.186988593	0.026563094	0.45139726	0.285661268	0.0493897715
a31	0.208570941	0.026665688	0.229290273333	0.480590599333	0.0548825015
a41	0.102040639833	0.0188705656667	0.138047389444	0.679836119778	0.0612053081667
a31	0.0654399894443	0.0146277242222	0.125863791481	0.744673949926	0.0493945313889
a11	0.0504520236814	0.0110809184741	0.111873661494	0.782342063309	0.0442513071296
a20	0.0206338630938	0.00699217875803	0.137328591498	0.774225201103	0.0608201413765
a31	0.0294518840313	0.0118880464527	0.181376827166	0.714065867034	0.0632173327922
a18	0.0314202520104	0.0123754389509	0.127031941389	0.783949222345	0.0452231332641
a31	0.11518504967	0.068943800117	0.152776792796	0.617760640782	0.0453337577547
a20	0.15027293889	0.0911351943723	0.159280372265	0.537731513594	0.0615800059182
a21	0.121793761963	0.0575515924574	0.133818872088	0.617088957865	0.0697467963061
</S>	0.154741130981	0.0626546462287	0.166286836044	0.551480208932	0.0648371446531
