 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.20315624	0.46659994	0.0501537615	0.265209845	0.00499906905	0.0015292379	0.0058021628	0.002549770215
a27	0.21613523	0.44010757	0.0572004871667	0.266431821667	0.00421711695	0.00197043293333	0.0087514178	0.005185946405
a8	0.169974386667	0.419174813333	0.0429936900556	0.338224273889	0.00445406335	0.00200121161111	0.0164289352667	0.00674863680167
a28	0.134573382222	0.454469804444	0.0262989813519	0.359917441296	0.00355216258333	0.00152500487037	0.0146720531889	0.00499116083389
a31	0.114764954074	0.443143308148	0.0207690041173	0.400219530432	0.00416920109444	0.00097867445679	0.013607005163	0.0023483329913
a24	0.099175271358	0.427527032716	0.0195812580391	0.429803686811	0.00533360546481	0.00132932645226	0.0149770343877	0.00227281131043
a31	0.0883096204527	0.427478787572	0.019650180013	0.438251738937	0.00761318025494	0.00167181611742	0.0147654224626	0.00225927863681
a10	0.110163896818	0.447039115857	0.0196238895043	0.400514539646	0.00741109291831	0.00142046527247	0.0124900152542	0.00133701671227
a20	0.190415345606	0.527923818619	0.0171194876681	0.254496089882	0.0033015463061	0.00111296115749	0.0047228710414	0.000907901637423
a31	0.178069175869	0.52758770954	0.0154102388894	0.268638506627	0.00384522513537	0.00143162361916	0.0042708594038	0.000746634045808
a39	0.135714102623	0.56407959318	0.0160143079631	0.272670645542	0.00426140451179	0.00193476357305	0.0042847659846	0.00104037441527
a31	0.111321068208	0.60184243106	0.0159656339877	0.260372381847	0.0034585818706	0.00249164229102	0.0032778400782	0.00127038430509
a18	0.056486912736	0.65759726702	0.0144108329959	0.257220643949	0.00366073422353	0.00349577759701	0.00406936989273	0.0030584363017
a31	0.0331114152453	0.700472265673	0.0124305109986	0.241193831316	0.00281735617451	0.00311863456567	0.00346597916424	0.0033900269339
a17	0.0216697117484	0.679414841891	0.00947543533287	0.275505463772	0.0030643219915	0.00244402382189	0.00535768682141	0.0030685556113
a31	0.0178416385828	0.666325113964	0.00730177511096	0.294627824591	0.0028779136405	0.0019041449073	0.00628995480714	0.00283167573043
a8	0.0177584868609	0.610534737988	0.00563021437032	0.349299458197	0.0023416540235	0.0013885721691	0.011076573469	0.00197031853681
</S>	0.0203174399305	0.582631018994	0.00562063568516	0.367234704099	0.00278154776175	0.00145347183455	0.0175443197345	0.00241683991841
