 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a31	0.326791715	4.14504285e-05	0.0116410615	0.0082138995	0.095174715	0.15410082	0.0618068565	0.00190212435	0.0317069045	0.0494755425	0.245227865	0.013917016
a24	0.194691951667	4.39590361667e-05	0.0087516126	0.0058814589	0.077382064	0.15929738	0.0406831545	0.00175382821667	0.0652769581667	0.106252944167	0.313837241667	0.0261473936667
a31	0.164016020556	4.83451953889e-05	0.00771821296667	0.00390288553333	0.0732006536667	0.169233	0.0428746748333	0.00128841125556	0.0769073860556	0.138264604722	0.283414917222	0.0391308392222
a28	0.169415480185	4.6819362463e-05	0.00714570500222	0.00302266517778	0.0756911345556	0.199694616667	0.0421323116111	0.00079058251852	0.0742628720185	0.139843324907	0.253730019074	0.0342244397407
a15	0.147639043395	2.76626694877e-05	0.00369683528074	0.00220828322593	0.0773787935185	0.243723552222	0.0285660962037	0.000542732489507	0.0863571006728	0.152477928302	0.232218849691	0.0251630935802
a28	0.232478471132	3.24455001626e-05	0.00407423736025	0.00300276540864	0.0919954631728	0.264120577407	0.0257571630679	0.000477968286502	0.0708860352243	0.117999622767	0.17168938823	0.0174858531934
a31	0.261009177044	3.74352057209e-05	0.00589554012008	0.00442330246955	0.123464957724	0.263730892469	0.0957231710226	0.000775247752167	0.0492675867414	0.0717848442557	0.11059041441	0.0132974277311
a8	0.206736475681	2.83106962403e-05	0.00658236270669	0.00501870348985	0.137650105908	0.288923744156	0.121523020341	0.000888660917389	0.0449701755805	0.0643298180852	0.111709228137	0.0116393922437
a31	0.163662075227	2.02129794134e-05	0.0059589885689	0.00511244149662	0.149599491969	0.325949244719	0.111340523447	0.00085539773913	0.0429424818602	0.0607177560284	0.124770731379	0.0090706628479
a33	0.104439407076	1.81090728045e-05	0.00648460018963	0.00534453069887	0.162639797323	0.346727884906	0.108825102816	0.00084622808971	0.0397844026201	0.0603710586761	0.156690205793	0.0078286750493
a20	0.157876924359	2.09191229348e-05	0.0101827410632	0.00682813509962	0.165305132441	0.343832048302	0.050815758272	0.000519965839903	0.0342992708734	0.0623704442254	0.160869031931	0.00707962201643
a14	0.374361521453	2.80173249783e-05	0.0211140170211	0.0103530471999	0.14596181748	0.252273492767	0.0252172477573	0.000428604319968	0.0215202176245	0.0425567060751	0.0997521106437	0.00643318233881
a31	0.373227857151	3.06245896594e-05	0.0226216133404	0.0121495489	0.161346945827	0.251128610922	0.0454940019191	0.000664141313323	0.0167394992082	0.0281632866917	0.0832345502146	0.00519929421294
a17	0.215794775717	4.17909225531e-05	0.0208114701135	0.0121411313	0.218309291942	0.325261413641	0.0547903393064	0.000716642621108	0.0194113267361	0.0285656442306	0.0991921734049	0.00496398150431
a20	0.248066225239	6.04627695177e-05	0.0304200060378	0.0125727527667	0.204724973981	0.285817191214	0.0357301361021	0.000693937723703	0.0250053112454	0.0404694400769	0.107850354468	0.00858920950144
a31	0.21186077608	6.52327018392e-05	0.0258133877459	0.0109149804222	0.232528691327	0.311967083738	0.034579223034	0.000663235774568	0.0225064309151	0.0350451996923	0.105882531489	0.00817322840048
a8	0.134822643027	0.000136219680613	0.0174838803153	0.00794515184073	0.272354440442	0.360089184579	0.031436817678	0.000441151004856	0.019463516805	0.0316753915641	0.11608170383	0.00806987270016
a24	0.162693551009	0.000221931703538	0.0277957614384	0.00862499881358	0.247605090147	0.313036878193	0.0294602358927	0.000505184381619	0.0247957136017	0.0425244438547	0.129760166277	0.0129760062334
a28	0.16034988867	0.000256038601179	0.0433636051461	0.0116572192712	0.213665586716	0.259514239398	0.0474155352976	0.00128045779387	0.0361095378672	0.0564728529516	0.145716230426	0.0241987700778
a20	0.123344403223	0.00032030728706	0.0684510700487	0.0196945120904	0.181904028905	0.210947776466	0.0849106484325	0.00256267006462	0.0441980899557	0.0642855893172	0.167993856809	0.0313870120259
a31	0.107063896408	0.000392243165687	0.0619570973496	0.0204154413635	0.254353756302	0.243235442155	0.0777284648108	0.00222894418821	0.0310790459852	0.0423607507724	0.138989728936	0.0201951915086
a46	0.0850181388027	0.000518333371896	0.0341033997832	0.0121824130545	0.286336268767	0.274600020718	0.0659721782703	0.00159778256274	0.0269912706617	0.0439638579241	0.145448032979	0.0232683410029
a18	0.0596308809342	0.000708499590632	0.0445770315944	0.0148187932848	0.224725282922	0.227812673573	0.102387780757	0.00284566255425	0.0351978562206	0.061424593308	0.190534424326	0.0353365336676
</S>	0.0522918324671	0.000800844395316	0.0578024107972	0.0196949141424	0.211474376461	0.202829936787	0.123086800379	0.00377989997713	0.0354061131103	0.059708717654	0.197567177163	0.0355569668338
