 	sto	ancora	cucinando	</S>
a20	0.728879915	0.0437123885	0.221682335	0.0057252655
a31	0.769556905	0.0388974061667	0.186063831667	0.00548178233333
a37	0.746667251667	0.0360282037222	0.208866847222	0.00843769061111
a20	0.708127653889	0.0255794495741	0.247359499074	0.0189334042037
a31	0.469092571296	0.0259568035247	0.480305953025	0.0246446547346
a30	0.271599707099	0.0341168741749	0.643864624342	0.0504187872449
a46	0.3302300757	0.0540940683916	0.544301734781	0.0713741330816
a31	0.365551498567	0.0637497987972	0.496178631594	0.0745200583605
a39	0.221074384189	0.0685658139324	0.627365057198	0.0829947274535
a15	0.10557793873	0.0807985479775	0.741028952399	0.0725945614845
a20	0.05991812891	0.0876906526592	0.7920034508	0.0603877848282
a22	0.0404166906367	0.0874402575531	0.811906016933	0.0602370536094
a31	0.0953139645456	0.0773054491844	0.759534638978	0.0678459298698
a46	0.114143516515	0.0667270797281	0.755441212993	0.0636881312899
</S>	0.0725633107575	0.0632220098641	0.808315556496	0.055899047645
