 	un	forno	che	fa	buon	pane	</S>
a31	0.107010756	0.372117895	0.11977121	0.135114665	0.115193645	0.14031396	0.0104778602
a20	0.116040814	0.280250178333	0.104250793333	0.169311785	0.103932725	0.211160096667	0.0150536407333
a28	0.129856139667	0.212931352778	0.0554231757777	0.228194135	0.0894357096667	0.266370915556	0.0177886049111
a31	0.111011356222	0.262031404259	0.0721576499259	0.206880588333	0.112614514556	0.220626338519	0.0146781564037
a18	0.122455376741	0.320516208086	0.0789019809753	0.180562122778	0.110887028185	0.173119986173	0.0135572885679
a13	0.181255948914	0.392643549362	0.0562005929918	0.157350670926	0.0662727107283	0.132832980058	0.0134435252893
a39	0.244160626305	0.501734416454	0.0552524053306	0.0904370929753	0.0341941669094	0.0664403880193	0.0077809032631
a20	0.330505132102	0.514148282151	0.0469998777769	0.0543208926584	0.0177231199698	0.0319639433398	0.00433875702103
a31	0.295209577367	0.485411870717	0.0521122925923	0.0677124032195	0.0488032089899	0.0453662284466	0.00538440454034
a20	0.274901995789	0.455855496906	0.0577992451974	0.0857674210732	0.0628749119966	0.0541180748155	0.00868284651345
a39	0.351955765263	0.467580318969	0.0504105927325	0.0647040870244	0.0302200116655	0.0277369024385	0.00739228917115
a18	0.349141565088	0.503520269656	0.0548568989108	0.0515104366748	0.0190601712218	0.0161601329795	0.00575047139038
a39	0.304165008363	0.517888493219	0.0688768576369	0.0622269832249	0.0215948184073	0.0171282426598	0.00811956113013
a46	0.237966856121	0.51606565774	0.0891469642123	0.0860191657416	0.0338006654691	0.0242394512199	0.01276122071
a38	0.176059188707	0.47581169258	0.119517973071	0.110416959914	0.055150171823	0.0403356724066	0.02270835657
a39	0.121270062902	0.41717032086	0.145601141024	0.135882269971	0.080532723941	0.0635039274689	0.03603959219
a31	0.0848824469673	0.307692356953	0.115713326008	0.23102752999	0.11501906798	0.104799405823	0.0408658613967
a18	0.0708715483224	0.270191558984	0.120717251003	0.248497079997	0.123278241327	0.120758643608	0.0456856327989
a31	0.0780251227741	0.268632706328	0.121936593668	0.246314629999	0.124078502442	0.118067996203	0.042944392933
a41	0.0764486585914	0.271020808776	0.137996901223	0.238695878666	0.131020317481	0.110271088734	0.034546281311
a35	0.0657918638638	0.315383979592	0.199204547074	0.159051618222	0.137664835827	0.089147274578	0.033755845437
a31	0.0806015179546	0.265148076531	0.145425795358	0.205503329407	0.156418998609	0.119799526526	0.0271027508123
a28	0.0797941009849	0.254585632177	0.149579581453	0.208650999802	0.155923816203	0.127436512175	0.0240293702708
a27	0.0605772696616	0.304534664059	0.222776753818	0.140189646601	0.150504095401	0.093051940725	0.0283656617569
a13	0.0564873965539	0.310118594686	0.230329784606	0.129413355534	0.1560185918	0.0850045169083	0.0326277985856
a46	0.0559280878513	0.304444684895	0.226373861535	0.131232778511	0.1638489906	0.0841252489694	0.0340463675285
a24	0.0594071112838	0.298976048298	0.216025740512	0.139913049504	0.1591387602	0.0885570596565	0.0379822021762
a39	0.0597220100946	0.299182869433	0.213658233504	0.143887006501	0.152345250067	0.0898662532188	0.0413383790587
a31	0.0732947326982	0.259611536478	0.158893497835	0.206699638834	0.155006070022	0.11214209774	0.0343524663529
a11	0.0767458578994	0.257839325493	0.155425375945	0.215630672945	0.148059113341	0.116653267247	0.0296463867843
a31	0.0791535046331	0.255218091831	0.152695047648	0.204515757648	0.15003245778	0.133106097082	0.0252790319281
a21	0.0780956198777	0.231419413944	0.140880691549	0.208299132549	0.173620232593	0.146273902361	0.021410999976
</S>	0.0617096374388	0.254375456972	0.191161410774	0.163442386275	0.185656356297	0.12065263118	0.023002111488
