 	lo	ho	finito	di	fare	</S>
a8	0.475579035	0.464154785	0.00105511175	0.0242535275	0.0288357694	0.00612175955
a31	0.575985928333	0.386235671667	0.000557830053333	0.0186410938333	0.0137297507333	0.00484973115
a20	0.560265379444	0.382621710556	0.000600591754444	0.0323375012778	0.0158051395778	0.00836968651667
a24	0.536660613148	0.331162936852	0.000811296384815	0.0734717770926	0.0314895855259	0.0264037725056
a18	0.509573004383	0.357484878951	0.000623030901605	0.0729752870309	0.0307349614086	0.0286087968352
a31	0.466882168128	0.41914485965	0.000489263973868	0.042476869677	0.0559051767029	0.0151016239451
a20	0.411101056043	0.453264419883	0.000760024024623	0.0494278692257	0.0695340005676	0.0159125809817
a10	0.461999085348	0.441898933294	0.000847149991541	0.0478234804086	0.0333100265225	0.0141212499939
a20	0.426346711783	0.500288637765	0.000993625080514	0.0337096974695	0.0262515625075	0.012409705998
a7	0.325887987261	0.565248595922	0.00155753472684	0.0402090658232	0.0471474715025	0.019949320666
a31	0.19718441242	0.547537095307	0.00188102637561	0.139658571941	0.0734242335008	0.0403146458887
a20	0.0909237774733	0.487574691769	0.00253871769187	0.205996467314	0.1414619825	0.0715043652962
a18	0.0475431691578	0.440139233923	0.00318371779729	0.148958777438	0.286904020833	0.0732710984321
a24	0.0305160380526	0.414702067974	0.0027797537991	0.119706467479	0.373126133611	0.059169546144
a46	0.0257707626842	0.387462722658	0.0024559315997	0.11398419416	0.414326701204	0.055999682048
a31	0.0427463292281	0.313944324219	0.0021652073999	0.184319073053	0.403256327068	0.053568706016
a33	0.0493837967427	0.337056691406	0.0015925677333	0.193391302684	0.375626852356	0.042948781672
a8	0.0291617289142	0.361735230469	0.0014996708111	0.108923992561	0.471622744119	0.0270566515573
</S>	0.0213421089571	0.323955065235	0.00158980525555	0.0903790162805	0.54088842206	0.0218455757786
