 	forse	sono	usciti	</S>
a23	0.63846625	0.047713968	0.309916185	0.0039035598
a31	0.541480433333	0.0627687646667	0.389092211667	0.0066585677
a23	0.449951494444	0.0585054705556	0.485386113889	0.00615690623333
a31	0.398886851481	0.0288391151852	0.56900961463	0.00326438401111
a10	0.472230523827	0.0146796048951	0.511425484877	0.00166434919037
a37	0.723343894609	0.00770185446503	0.268261288292	0.000692949020123
a31	0.69573986487	0.00764995215501	0.296048342764	0.000561821290041
a37	0.689540434957	0.00651670925167	0.303249642588	0.000693193430014
a31	0.747106844986	0.00337859945056	0.249003335863	0.000511219400005
a39	0.638742001662	0.00413414731685	0.354906048621	0.00221780447
a31	0.601266967221	0.00463452320562	0.391197006207	0.00290149899
</S>	0.61241933361	0.00370089575281	0.382168373103	0.001711385495
