 	viene	fabbricato	</S>
a31	0.4159646	0.580321595	0.0037138316
a24	0.223166693333	0.774277165	0.002556141
a31	0.152808034444	0.845361555	0.00183039233333
a18	0.122072823815	0.875467298333	0.00245986344444
a31	0.0903624002717	0.902137532778	0.00750007888148
a37	0.0776976327572	0.909687390926	0.0126150006272
a31	0.0587882485857	0.925560790309	0.0156509725424
a20	0.0531175438619	0.930434643436	0.0164477841808
a41	0.0375759866206	0.945080481145	0.0173435103936
a31	0.0864303748735	0.890102107048	0.0234675197979
a35	0.113235496291	0.850672969016	0.0360915275993
</S>	0.0924822951455	0.862491614508	0.0450260912997
