 	ora	ho	finito	di	scrivere	</S>
a23	0.425906925	0.338066575	0.0002286302	0.0067977222	0.209415572	0.019584529835
a31	0.381524005	0.286765891667	0.000151219146667	0.00610867323333	0.303173164	0.022277038945
a28	0.315221431667	0.251952250556	0.000113453502222	0.00492554481111	0.410574388	0.017212945315
a31	0.329736530556	0.273167050185	0.000181468957407	0.00465576287037	0.377864146	0.0143950407717
a41	0.331323850185	0.330625510062	0.000297971385802	0.0138093183235	0.305633498667	0.0183098325906
a21	0.380770376728	0.319109183354	0.000286553575267	0.0170138895078	0.264310528556	0.0185094538302
a24	0.468373125576	0.389131951118	0.000189900641756	0.00913963256927	0.123843068519	0.00932234157673
a31	0.436730308525	0.462961007039	0.000182669733919	0.00959522585642	0.083261014173	0.00726979152558
a39	0.431531809508	0.429774552346	0.00027514119464	0.0163473199521	0.109172942724	0.0128982598419
a31	0.394475853169	0.437919557449	0.000364087438213	0.0276002266507	0.123353247575	0.0162870492806
a28	0.236667676056	0.390464725816	0.000349851002738	0.0535492142169	0.269220225858	0.0497482934269
a31	0.173340080352	0.355553725272	0.000406702500913	0.0718134314056	0.338183745286	0.060702307809
a20	0.147789298451	0.327129485091	0.000457937900304	0.0745587351352	0.400912921762	0.0491516272697
a37	0.0830249811503	0.212640268364	0.000514987946768	0.0756766947117	0.568335730587	0.0598073470899
</S>	0.0769818655751	0.224719679182	0.000618892243384	0.0722513648558	0.569114165294	0.056314048545
