 	sto	e	cucino	</S>
a31	0.15076468	0.41361657	0.42924145	0.0063772802
a20	0.16744652	0.26656034	0.56005536	0.00593774926667
a31	0.115619793667	0.221832356667	0.658530896667	0.00401695028889
a37	0.064731784889	0.207204265556	0.721491432222	0.00657253476296
a18	0.0653611016297	0.214386511852	0.701914177407	0.0183382025877
a31	0.0536133058766	0.256223500617	0.665826109136	0.0243370541959
a20	0.0260170246255	0.195456650206	0.755211066379	0.0233152463986
a31	0.0271058322085	0.121209753402	0.830692952126	0.0209914724662
a28	0.0295854134028	0.106147801134	0.842446634042	0.0218201461554
a33	0.0312027261343	0.177777717045	0.758681824681	0.0323377213851
a31	0.0790442210448	0.232467849015	0.65105762156	0.0374303014617
</S>	0.117787435522	0.225747589508	0.61974351078	0.0367214532308
