 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.0610669986	0.441507025	0.33571383	0.0034803202	0.153512543	0.0034546086	0.001264625245
a31	0.0704841615333	0.406306508333	0.345691416667	0.00334522153333	0.168204825667	0.0040951568	0.00187263934833
a7	0.0353909510778	0.435639579444	0.343554562222	0.00256102607778	0.172474536556	0.0067515885	0.00362769754944
a31	0.0217330172593	0.407424583148	0.387759540741	0.00242961825926	0.169367748852	0.00728059146667	0.00400484108315
a20	0.0154566479864	0.355701737716	0.377576730247	0.00227074961975	0.224033869617	0.0166185952889	0.00834166676105
a2	0.0065949258288	0.364409285905	0.299276696749	0.00200726303992	0.293510759872	0.0237828710963	0.010418257387
a41	0.00333645015293	0.345854128635	0.269740853583	0.00183473654664	0.332678289957	0.0345284510321	0.0120271252623
a20	0.00137692336098	0.311774082878	0.165039802528	0.00162277678221	0.444987176652	0.0562008870107	0.0189983604208
a46	0.00113025378699	0.281111420959	0.166728070843	0.00233841229407	0.471143172217	0.0582399880036	0.0193086688069
a31	0.00174913189566	0.22720874232	0.170498400281	0.00246126439802	0.540364070739	0.0451444430012	0.012573959169
a11	0.00186142836522	0.156239732773	0.140260450094	0.00221454306601	0.632388970246	0.0533985156671	0.0136364209563
a35	0.00303075318841	0.146969954258	0.236642976698	0.004232311022	0.535046143415	0.0580212695557	0.0160566169854
a31	0.0053101499628	0.157450021419	0.262170332233	0.00510806370733	0.526122077805	0.0352650261852	0.0085743145618
a11	0.00792781822093	0.14414331714	0.212932360744	0.00475312293578	0.589560782602	0.0321323183951	0.00855028308727
a28	0.010188275907	0.13327606238	0.315724196915	0.00715559014526	0.488501264201	0.034613494465	0.0105411496958
a20	0.009478326469	0.14835019746	0.425630072305	0.00969520138175	0.372412934734	0.0266955578217	0.0077377258986
a10	0.008480779823	0.157045559153	0.480640454102	0.0109717741273	0.311235751578	0.0244360816072	0.00718957629953
a31	0.0169974532743	0.137759508384	0.429718898034	0.0137490690424	0.366046883859	0.0269770485357	0.00875112076651
</S>	0.0253209286371	0.120555927192	0.357336084017	0.0159923110212	0.442588316929	0.0285510462679	0.00965537938325
