 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.0134041519	0.1156191	0.2519868	0.1864272	0.028167112	0.0938383575	0.05050531	0.241868905	0.01080669045	0.00737634335
a37	0.0161993916333	0.0952741296667	0.157002446667	0.151452342	0.0229671498667	0.0723168178333	0.0377256523333	0.426342978333	0.01144525365	0.00927379861667
a31	0.0111472238778	0.0792123662222	0.154988602222	0.102696834	0.0123630870222	0.0478406579444	0.0262532397778	0.548377686111	0.00924570521667	0.00787456920556
a20	0.0066914065926	0.0679287972074	0.149547476741	0.0776776726667	0.00722748187407	0.0351751516481	0.0197884610593	0.621880822037	0.00750033757222	0.00658233843519
a31	0.00295758669753	0.0326824095358	0.16102746158	0.115476034222	0.011423972958	0.055453616216	0.0233445621531	0.585607034012	0.00659363192407	0.00543363851173
a13	0.00167946063251	0.0246422151786	0.187463200527	0.158242588074	0.0150189423193	0.0660507714053	0.0252522083844	0.508482904671	0.00720632554136	0.00596136833724
a31	0.00111133479417	0.0267047690595	0.225466053509	0.180069306025	0.0189119897731	0.0713392631351	0.0231481977948	0.441054418224	0.00646992298045	0.00572472797908
a20	0.000918471214723	0.0326792656865	0.265852567836	0.255502988675	0.0220644712577	0.0723128773784	0.0222501485983	0.314194729408	0.00757770279348	0.00664675485969
a17	0.00116676557157	0.0470103588955	0.267260632612	0.299142069558	0.0155175084192	0.0347459194595	0.0098351908661	0.308153913136	0.00881060873116	0.00835701328656
a20	0.00157008709052	0.0629965426318	0.288876510871	0.306175819853	0.0127078584731	0.0219043204865	0.00598429962203	0.279208301045	0.0104999887104	0.0100762640955
a31	0.00140568054684	0.0589303405439	0.341159286957	0.309893843284	0.0181852658244	0.0356659248288	0.00752343354068	0.208782985348	0.00948702790347	0.0089662265985
a20	0.00107736241228	0.0475759405146	0.345861375652	0.324089007761	0.0194663196081	0.0394390486096	0.00820226251356	0.193716790116	0.0110022116345	0.00956969076617
a31	0.00105036658409	0.0419895108382	0.359528245217	0.341640119254	0.0169193108694	0.0288188372032	0.00608581593785	0.183079354039	0.0112646820782	0.00962374028872
a3	0.0011979270947	0.0368060986127	0.367682811739	0.323387036418	0.0153754312898	0.0261962354011	0.00607918307928	0.20087579868	0.0126752672261	0.00972416779624
a8	0.00236380283157	0.0316898392042	0.307087833913	0.278307702139	0.0102723736299	0.0207866281337	0.00716972835976	0.31234785956	0.0176084384087	0.0123657332654
</S>	0.00343165291579	0.0318380946021	0.325200766957	0.24381475607	0.00853056261495	0.0201632120669	0.00739355567988	0.33306216978	0.0161335547043	0.0104316026327
