 	le	melanzane	vogliono	girate	</S>
a20	0.15040098082	0.4260356753	0.190536601353	0.08782554725	0.145201194416
a31	0.201249159713	0.448914123767	0.13337632456	0.101420512463	0.115039883045
a39	0.226211116071	0.390251877122	0.0948553947267	0.130263851268	0.158417761844
a41	0.157331272597	0.354848928774	0.0865231618796	0.190431425356	0.210865214548
a18	0.152389000812	0.361199541325	0.0708427871305	0.237778772985	0.177789912716
a28	0.169616464644	0.388727614908	0.0489651280568	0.263031951995	0.129658860472
a13	0.161589489861	0.423727241083	0.0537562940323	0.253099020932	0.107827973155
a14	0.16420248534	0.420700980808	0.0838278334774	0.223058764231	0.108209949476
a39	0.17033424326	0.397872720436	0.121469694292	0.203042013197	0.107281327552
a31	0.17652030368	0.355939076712	0.151761033964	0.175330988599	0.140448588931
a6	0.158363442393	0.302071851904	0.182354033255	0.1640182902	0.19319237299
a20	0.124410053791	0.277481531968	0.198360550418	0.173669133733	0.22607872153
a31	0.105112993777	0.312457387989	0.172218663939	0.167522774511	0.242688183443
a46	0.111586590766	0.33155797333	0.16748085578	0.156642968437	0.232731622814
a18	0.138159323655	0.322772150443	0.196163716593	0.151115019146	0.191789798338
a24	0.153368614652	0.322938378481	0.233749982864	0.143246833649	0.146696190846
a31	0.136228054124	0.327600440827	0.219209221755	0.147012451416	0.169949835149
a17	0.143261719955	0.336059956942	0.182318531385	0.139912881472	0.198446914783
a11	0.178870404965	0.332022560314	0.189203411128	0.122945894291	0.176957731794
a20	0.189612752528	0.326290008305	0.208704268376	0.118333318097	0.157059663998
a24	0.189101817149	0.317591285635	0.230946394792	0.125922059632	0.136438462466
a31	0.159111651183	0.308938932945	0.213913839264	0.147645142144	0.170390443555
a37	0.143914102821	0.312105837715	0.187866124088	0.144861037648	0.211252886852
a31	0.145063654	0.302764422905	0.182383426029	0.154122247883	0.215666244504
a20	0.15417577202	0.295657838702	0.170198229343	0.164054510628	0.215913648588
a31	0.167413771527	0.287376734701	0.164466197514	0.167391999543	0.213351297296
</S>	0.159175011163	0.270937699451	0.164873231357	0.185349086771	0.219664980298
