 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.0957248633425	0.0328045376584	0.067526044516	0.0602604245404	0.052786067518	0.094282218	0.1566229454	0.03806835656	0.106168764254	0.06157098992	0.087306696391	0.146878082512
a20	0.0540349551625	0.0297209862759	0.06771828107	0.0405617803015	0.0531129818907	0.120200714933	0.15274926836	0.0468245581267	0.239646183511	0.0647428590533	0.0757196692577	0.0549677581727
a37	0.0368006814002	0.0241938943223	0.0428995915907	0.0307615978472	0.0583845932769	0.163510391978	0.122903458413	0.0660427047796	0.28780156902	0.0600206117778	0.0777686143526	0.0289122857696
a24	0.0331448138693	0.0216574430324	0.0310955319569	0.0382430704157	0.0699883384256	0.186638629233	0.141818158448	0.10081101115	0.189233985563	0.0568458885259	0.109864528824	0.0206585896207
a31	0.0327501964274	0.021857370301	0.0253811590826	0.0438782617239	0.0854176255125	0.152474547873	0.15072287074	0.103892719685	0.152877521139	0.075588226342	0.136526765448	0.0186327330331
a39	0.0333146274482	0.0171661648143	0.0197581827478	0.0362553804066	0.0921420246462	0.134470652984	0.154254708727	0.0980795824417	0.1690282418	0.101169291863	0.119176968329	0.0251841887164
a31	0.0369897534828	0.0149225608519	0.0177841427059	0.0281408852155	0.0876751341601	0.142809598164	0.155041166922	0.123467219842	0.146589949378	0.141597529718	0.0751007855563	0.0298812843581
a24	0.0321324539496	0.0123517787566	0.020094495242	0.0257693218785	0.0823902826587	0.14314523651	0.147247545001	0.156746048444	0.101510440045	0.179055349307	0.0617385381854	0.0378185058087
a31	0.0282251933032	0.0099868693492	0.0199261484673	0.0230334809195	0.0736279999249	0.138933635904	0.149494826806	0.161503847326	0.0899513924643	0.196241298056	0.0650885699951	0.0439867163829
a28	0.0255827241344	0.00895216147607	0.0160727681891	0.0200184123998	0.0641050164716	0.139669671272	0.143946795541	0.171282570206	0.0885592223161	0.215603567819	0.0651473056317	0.0410597438876
a24	0.0277534511381	0.0118564992147	0.020725856543	0.0211146942533	0.0705777404699	0.140469030355	0.143424502374	0.185947541361	0.0616797090987	0.21831774262	0.0639514348106	0.0341817629292
a8	0.0426052882087	0.0179442251836	0.026253191481	0.0286115193178	0.0838932028926	0.13450744895	0.140507506638	0.192124016926	0.0398329329736	0.203412386807	0.0611473350369	0.0291609268651
a31	0.0515139786656	0.0186186206745	0.022873684227	0.0312515825926	0.0824304518975	0.127210620657	0.122837292046	0.169514740799	0.0543518956599	0.179367979832	0.0950037118123	0.0450254379724
a46	0.0463698773685	0.0156310581382	0.022704756809	0.0365732759309	0.0782864045192	0.148087370732	0.118977453115	0.15210678165	0.0565773580726	0.16196287748	0.108555071404	0.0541677047355
a8	0.0426611892028	0.0149052141754	0.0287846523363	0.0614968782436	0.0923900822064	0.167431584177	0.124058543638	0.163178376191	0.0390288916335	0.153762145657	0.0732895406413	0.0390128895172
a28	0.0488501499343	0.0222597553278	0.0306830211788	0.0612242104812	0.108879412009	0.155069500659	0.127188931079	0.1250675992	0.0643747926252	0.117044761016	0.0897425060071	0.0496153474237
a31	0.0555045946448	0.0251857723359	0.0288382581729	0.0423906460271	0.100865467443	0.138022334353	0.122717892626	0.089598905576	0.0914205738777	0.109237811189	0.126808162022	0.0694095627819
a39	0.0519676334483	0.0187847758386	0.0299941581376	0.045695707409	0.0954303367477	0.159995803051	0.122778446009	0.0786853635627	0.0666753654839	0.13411531934	0.128535892541	0.067341198218
a33	0.0451977020161	0.0137280250862	0.0394005740125	0.0680004195363	0.115496217383	0.19617895435	0.12975110267	0.0710653704856	0.0367077629013	0.123059135915	0.1031072905	0.0583074594147
a31	0.050697123972	0.0167862245821	0.0499473521908	0.0781873966454	0.126098440194	0.191773784717	0.135539127823	0.0683696458592	0.0369977366458	0.091989361341	0.08742654322	0.0661872733016
a24	0.0609218506573	0.0222394876274	0.0494984904503	0.0651305692818	0.127812806465	0.199292621306	0.147814901274	0.0554658757464	0.0372589413359	0.0779916220617	0.0767444142733	0.0798284193119
a37	0.0583464360458	0.0219026969158	0.0511519376168	0.0583189831606	0.132644939155	0.224133263502	0.149672237758	0.0401161462761	0.0343521936986	0.0899997591539	0.0646897300178	0.07467167306
a14	0.0468171299753	0.0192692041119	0.0548983933389	0.0579305803869	0.130480657052	0.234350618101	0.138900894519	0.036263608006	0.0459903465125	0.104457833351	0.0641656884326	0.0664750322887
a20	0.0416347495251	0.018085094404	0.056060254513	0.0600253896623	0.134293699217	0.235669868767	0.128206203306	0.0344167209127	0.0590652796568	0.103240856859	0.0639000876642	0.0654017899136
a28	0.0420443097484	0.0225887063547	0.0527932547043	0.0602865238208	0.130477687739	0.221710536989	0.125678273635	0.0321460651696	0.0740664764514	0.0969171468483	0.0612526788947	0.0800383495019
a5	0.0522014688028	0.0355150799849	0.0461027057014	0.0532360883403	0.11759560528	0.192932045356	0.128773809945	0.0349394220659	0.0829947206153	0.102883545036	0.0606159035849	0.0922096029246
a17	0.0558225059809	0.0400007875323	0.0423202396338	0.0504402544468	0.106156179127	0.166670675332	0.127688435648	0.0364182486377	0.0779119639727	0.126299248461	0.0665923559816	0.103679096285
a21	0.049492553327	0.0417524406748	0.0411981480779	0.0523958391823	0.0974502197423	0.145540544071	0.125112663383	0.0378271353007	0.0655866631498	0.150674249347	0.0786579704739	0.114311561313
a8	0.047236901309	0.0557363505716	0.0448571077193	0.0553386783608	0.0957006487474	0.130343841437	0.122308472161	0.0382872341213	0.0568599394631	0.161446089886	0.0835759512446	0.108308769063
a31	0.043308381503	0.0535838508905	0.0437635417131	0.0547142515869	0.101543946382	0.123759439852	0.13220222732	0.0425712405204	0.0686398057965	0.152488618099	0.0918749451215	0.0915497421509
a20	0.0453809523677	0.0436114980568	0.0432054346177	0.0523495268623	0.111708260794	0.140871710751	0.15760464244	0.0494216425315	0.0699485125744	0.113040820024	0.0850567284405	0.0878002713299
a3	0.0491063627892	0.0490926315323	0.0521244956059	0.0612408242208	0.122361429998	0.146873661517	0.168497910747	0.0506088031558	0.0598851487595	0.0843499651067	0.0632296839068	0.0926290764146
a20	0.0513417183297	0.0648681497974	0.0562821016686	0.0729734358736	0.121362702066	0.128736233639	0.171908017582	0.0526007021206	0.0594065804325	0.0741797250142	0.0553819290089	0.0909586958295
a10	0.0544922585766	0.0847080458391	0.0601064674895	0.0811179878245	0.116534358022	0.118060465013	0.174593127994	0.0536995663589	0.0577131350842	0.0617367032047	0.051103420983	0.0861344728498
a31	0.0516068384855	0.0799939988797	0.0578895059898	0.0785012391415	0.125981334741	0.122535728671	0.172081588198	0.0521656006863	0.0608209622322	0.0579271283354	0.0604751492577	0.0800209468884
a20	0.0496414305885	0.0608477149599	0.0586376762233	0.0784297899138	0.137027878647	0.143477930224	0.163286298399	0.0489875599368	0.0562840808089	0.0539274352923	0.0640145357692	0.0854376876746
a7	0.0519680555962	0.06544196672	0.0666238684744	0.0903334415713	0.139431274682	0.152888908341	0.144448651466	0.0462880328289	0.0454811262463	0.0471973117041	0.0530391353897	0.0968582229715
a11	0.0544925605321	0.08349953464	0.0659296329581	0.0978051573238	0.133657279427	0.14327930658	0.139022202489	0.0471264332263	0.0424766775448	0.044314977588	0.0476228191299	0.100773410937
a18	0.0573780137107	0.09870613648	0.065830618786	0.102134104175	0.124172339476	0.136538758593	0.13571454143	0.0468980476288	0.0413898976709	0.043529195736	0.0454072116766	0.102301140539
a27	0.0601487151036	0.11154700116	0.0698473885953	0.106956694792	0.120353597559	0.129072288064	0.119472132077	0.0453864776163	0.0403169178303	0.0440501503653	0.0455046370589	0.107344003406
a31	0.0571844906079	0.0966272906733	0.0644867410318	0.0938895687307	0.12842157412	0.141854919688	0.123752960292	0.0476464689468	0.0458301975155	0.048675814042	0.0532205182956	0.0984094766242
a39	0.0540553832426	0.0691743113778	0.0666636895773	0.0921144693102	0.144740988173	0.156914514296	0.125284963697	0.0478322981836	0.0477035916639	0.0499626955343	0.0564664147079	0.0890867154303
a31	0.0528558701075	0.0601857686993	0.0694114633458	0.0908296822367	0.150834005058	0.153550740565	0.114287726166	0.0477400923594	0.0480243739256	0.0520876634286	0.0616004011326	0.0985922303424
a24	0.0519477801292	0.0641909788064	0.0685835078686	0.0880826451456	0.150085513486	0.140780986788	0.109304884322	0.0486353387013	0.0492529237395	0.0543483377067	0.0652111665409	0.10957593102
a28	0.0596779041097	0.0872277816021	0.0766140264895	0.107619891182	0.147632989962	0.116424778996	0.0978412657073	0.0472681276838	0.0461553012998	0.0507642279356	0.0575196529136	0.10525404306
a21	0.0667679938366	0.108764158934	0.0764768095632	0.114504680994	0.139440051654	0.0994106405987	0.0899813784358	0.0464181524079	0.0446918788399	0.0500033792652	0.0546570711045	0.1088838002
a31	0.0661036013989	0.0969651727247	0.0683570156677	0.096751300598	0.138739208218	0.111117299666	0.0964261376786	0.0477040948486	0.0470407736464	0.0529730389967	0.0583910297828	0.119431319076
a39	0.0607869917863	0.0786442626549	0.0655056757692	0.0909409551993	0.148478912739	0.119181708822	0.0970531797595	0.0475545054955	0.0476305266086	0.0552230620806	0.0631483335423	0.125851889514
</S>	0.0571226529932	0.0772603664275	0.0688461516846	0.1024074845	0.15423149437	0.109558172711	0.0883791781797	0.0448644729877	0.0444470533043	0.0547465080803	0.0636229297711	0.134513553327
