 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.138621448764	0.165173403316	0.06753641854	0.20641705088	0.05897882766	0.16067429527	0.20259852699
a31	0.137642075971	0.21920015331	0.0894475020867	0.243418968813	0.041984182646	0.173840361743	0.0944667326025
a20	0.0788087691955	0.293803522811	0.0806049568422	0.263216448464	0.041719136048	0.190335519934	0.0515116460231
a31	0.0644354600181	0.309225556694	0.0530409157474	0.252116179955	0.0550995878493	0.232432918985	0.033649376421
a20	0.0633785779944	0.280877248899	0.0403437229825	0.194056936738	0.0739218959164	0.298663256428	0.048758362177
a38	0.102445399365	0.231918735322	0.0396494359275	0.167711720346	0.0933451101055	0.301913071676	0.0630165353323
a31	0.10982457254	0.234426690673	0.0561149138425	0.169507390995	0.0944110943685	0.279595883425	0.0561194607641
a29	0.08008428265	0.230308536794	0.0675014037475	0.177171643358	0.102943304123	0.271814206075	0.0701766207747
a20	0.101686504048	0.222617533689	0.0583890721158	0.190779734839	0.129748744474	0.227202915458	0.0695754993249
a31	0.093995498416	0.227307513462	0.0527634830386	0.184202306133	0.160093532078	0.227842678786	0.0537949886416
a20	0.064903820582	0.222025695567	0.0497039549462	0.161292169678	0.178979218813	0.258315428462	0.0647796965472
a46	0.0598849675993	0.212879789253	0.0525322835821	0.141019928388	0.178962650638	0.258499458401	0.0962209206757
a31	0.0481913426218	0.221445134527	0.0628367298274	0.137626129502	0.171990238973	0.240500772207	0.117409656105
a20	0.0593587717539	0.230217846376	0.0781560465758	0.130449881625	0.150137210284	0.240769617962	0.110910621688
a31	0.100860241698	0.246971507139	0.0933090879919	0.110972609898	0.130756279068	0.195012462274	0.122117813056
a39	0.127586487533	0.26323496178	0.0945495333973	0.106369484489	0.125770428596	0.129810871978	0.152678251379
a0	0.122878892978	0.251507358393	0.0879492263324	0.108576476693	0.125473113265	0.146785860326	0.15682908246
a20	0.109311726993	0.236392042331	0.0847283957775	0.114284536108	0.121101097555	0.184608096042	0.14957410542
a23	0.0893017179643	0.23436189951	0.0824572045258	0.115993451533	0.111046345318	0.196368731527	0.17047066132
a31	0.0792394566214	0.250133015903	0.0845002530419	0.126825251294	0.110436034199	0.179674952033	0.169191053599
a20	0.108762431674	0.247012695434	0.0848599716806	0.122525386091	0.11157448616	0.151480057822	0.173784979445
a31	0.162383991225	0.246922890078	0.0889721221602	0.0996138555237	0.100494913133	0.122044259663	0.179567964898
a46	0.173463285075	0.244272602559	0.0944110676534	0.0903272982879	0.0934742059243	0.103884842477	0.200166698249
</S>	0.156634891537	0.22841109758	0.0915856493267	0.0863570288439	0.0937366483622	0.101888258138	0.241386435124
