 	la	casa	la	costruirono	i	muratori	</S>
a31	0.147050994581	0.041097264937	0.058673931769	0.19285628146	0.198184689723	0.079057500645	0.28307932316
a17	0.106473175912	0.0525996124023	0.0709989584653	0.300133233633	0.177119769036	0.0599496408033	0.232725609747
a39	0.0649336287509	0.0707885710728	0.127477307505	0.336363266718	0.115774578225	0.0778942942534	0.20676836197
a3	0.082919318891	0.0578989043244	0.167665027088	0.313488807973	0.097755311375	0.102708702215	0.177563947205
a35	0.134312833798	0.0450589617115	0.135532994896	0.303508158791	0.129465130458	0.118695673008	0.133426260569
a31	0.126171231209	0.0313687727664	0.0822740634987	0.35448556693	0.207776182819	0.0945456731752	0.103378500167
a24	0.141047525636	0.0202605055415	0.0491637060996	0.297350085243	0.289434692806	0.0874769726422	0.115266510925
a31	0.188524739079	0.0224180484965	0.0500794209665	0.203365579014	0.325034477469	0.0868059763451	0.123771765219
a39	0.173126815746	0.0281978437682	0.0571991805222	0.189121207205	0.30306353389	0.123788803682	0.125502616653
a31	0.155830347569	0.0415171423827	0.0674432696407	0.185748634935	0.28098574543	0.148985336627	0.119489518998
a24	0.14964852259	0.0457422176989	0.0719790548802	0.184261593445	0.24592605621	0.183969774209	0.118472762266
a31	0.149711280063	0.0435578591883	0.0724849511601	0.178863875615	0.22109127107	0.20889642967	0.125394308689
a28	0.148166000261	0.0525755816868	0.0778171894534	0.181793125405	0.207368036023	0.221525941157	0.11075411743
a45	0.162906041294	0.0509091451169	0.0807402395178	0.152870472202	0.170981776674	0.279922633052	0.101669700695
a31	0.171210632331	0.0563548384376	0.0818341485393	0.144573626334	0.165620024158	0.225527442951	0.15487929285
a20	0.165888847644	0.0786211873459	0.0812261236664	0.151539672845	0.157287503186	0.19364719325	0.17178947855
a31	0.174446507615	0.10054355852	0.0878936834421	0.151895122682	0.151364358729	0.179481004417	0.154375770583
a8	0.174639108072	0.114928038302	0.0919900199207	0.135510693027	0.147094285643	0.166305152472	0.169532705928
a31	0.184664267024	0.129420809934	0.0952543443802	0.125357497009	0.143199557414	0.163542209824	0.158561315729
a20	0.200318942941	0.142141798831	0.0978413072467	0.116362797536	0.139335055338	0.153641280608	0.150358811396
a18	0.21046890838	0.145790962939	0.0964645021356	0.103035598912	0.125249486379	0.172989826536	0.146000708932
a31	0.225116812593	0.148637422068	0.0945228150119	0.100155920171	0.13324210466	0.158326152445	0.139998778091
a11	0.224008352598	0.155223564692	0.0958485098706	0.101743804724	0.13759206822	0.150001946282	0.135581758344
a27	0.219325107579	0.143244521138	0.0899962472235	0.103687150908	0.129238556207	0.165675160694	0.148833246448
a31	0.211668596573	0.134569711597	0.0886794211412	0.105764751036	0.135900287736	0.163400249365	0.160016973216
a0	0.201968952324	0.143302453449	0.0896555879137	0.105546117345	0.138819206845	0.160858582655	0.159849097005
a31	0.202957000708	0.144947226026	0.0908191640379	0.104641115848	0.138893101215	0.160531219685	0.157211172735
a18	0.205625689836	0.146003291722	0.0897172456126	0.104355682816	0.138806045872	0.158480586428	0.157011462845
a31	0.203653604745	0.144105236654	0.0906842014042	0.105708120272	0.138909043024	0.159797225609	0.157142575415
a46	0.197664368715	0.133953620818	0.0907744679347	0.109010955224	0.140807605008	0.165538726536	0.162250263738
a14	0.191748606372	0.117287766966	0.0868832259116	0.117758341741	0.136287564069	0.178310239912	0.171724265113
a8	0.192886160724	0.111874371762	0.0860411273039	0.12244011178	0.13346152749	0.180780515037	0.172516190838
a31	0.187743678175	0.118812525461	0.087853671368	0.11884749006	0.138562055297	0.177059775746	0.171120814346
</S>	0.181968702588	0.12114264773	0.091808145084	0.11574178953	0.146367255649	0.174278132373	0.168693349873
