 	sta	seduta	nel	giardino	</S>
a20	0.221403089059	0.238912015703	0.11791682589	0.18420836606	0.237559709283
a17	0.245228505239	0.302831084778	0.115385402412	0.196871078087	0.13968393154
a20	0.171548984644	0.380218438726	0.115023728406	0.257058997929	0.0761498397833
a31	0.18557196348	0.396066441208	0.110796034199	0.258255709943	0.0493098232798
a17	0.260568565583	0.335429787715	0.136903197632	0.220011567314	0.0470868569653
a31	0.211218097248	0.317040922507	0.168422426327	0.254375476771	0.0489430522551
a46	0.168578034924	0.31317656714	0.209834595242	0.273095848257	0.035314937485
a31	0.146265293617	0.294176183584	0.246941832281	0.276128911052	0.036487782855
a20	0.110188512646	0.286135212106	0.24592750976	0.294915208784	0.0628335713117
a31	0.120663861542	0.250087766086	0.24503090712	0.277031207928	0.107186260011
a20	0.135143011041	0.249370728522	0.219575290373	0.266221471576	0.129689484644
a18	0.14368170764	0.233864345867	0.198129516724	0.277928494992	0.146395932881
a46	0.136630344647	0.225925618156	0.201080813241	0.259878303131	0.176484909107
a20	0.121597212916	0.224252785092	0.19361027088	0.24987544671	0.210664256382
a31	0.147803956772	0.248269131337	0.17736232496	0.219253079863	0.207311487114
a18	0.181246887537	0.262160520646	0.179435757987	0.169091015114	0.208065812891
a31	0.220113047992	0.269976098815	0.165327050662	0.137466964751	0.207116848057
a0	0.259160665997	0.272726262272	0.127773756554	0.11382560643	0.226513704912
a31	0.291097214532	0.264295673157	0.107750845318	0.10704338889	0.229812863637
a8	0.305881486511	0.250878882786	0.098966283906	0.10875646091	0.235516888279
a31	0.31139607817	0.245527691862	0.102115428769	0.110708107743	0.230252694626
a18	0.319763951657	0.235702612887	0.108479632056	0.116116749954	0.219937045875
a31	0.315676778152	0.228356435896	0.111649413885	0.129795683078	0.214521678392
a17	0.321029026051	0.225923291299	0.113260201895	0.132381726319	0.207405749097
</S>	0.318518166025	0.20552371565	0.110398358547	0.121285056159	0.244274705849
