 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
a8	0.0199697108241	0.0592613497137	0.153470198304	0.108931859775	0.053420709197	0.09235691386	0.252809575	0.096436751444	0.163342949098
a23	0.0379266939344	0.0484475549424	0.184666957637	0.083019861815	0.0736132192523	0.07625708684	0.306889393533	0.0889410301537	0.100238211216
a31	0.0628492268818	0.0223126087695	0.233254784739	0.0923683152383	0.113687711147	0.0680674061067	0.226567474644	0.0785964031869	0.102296083275
a28	0.101454148034	0.0298602737365	0.231162204933	0.0920548745794	0.111895365172	0.0754507936689	0.195754776881	0.0686461064094	0.093721476303
a20	0.114314131325	0.0513275408255	0.211593950771	0.109475397193	0.09216942656	0.074893010963	0.18906632072	0.0747926723409	0.0823675542089
a31	0.0751978174417	0.0625406003418	0.244175799897	0.162329291404	0.078831605076	0.0530265786543	0.176156544827	0.071657182577	0.0760845811362
a8	0.0639149680686	0.0671123163048	0.251654936118	0.165747048941	0.063085248152	0.0580434566181	0.183036563102	0.0717731171217	0.0756323416551
a31	0.0726828605375	0.0739831844924	0.219340042523	0.129984841447	0.0570485446707	0.0606769190527	0.243704295767	0.0741395922456	0.0684396954
a20	0.0603049642858	0.0957503432975	0.172308755759	0.108066420149	0.0598172973076	0.0498138200762	0.310749594189	0.0816303104243	0.0615584671007
a31	0.0452237773633	0.0892963666592	0.153362105653	0.109136922116	0.0750109823705	0.0616096861041	0.33064041813	0.0806485468814	0.0550711755102
a36	0.0418296937844	0.0657553117617	0.132533232204	0.0952031123387	0.0709422432642	0.0748452537014	0.372413809443	0.0844953321805	0.0619820028234
a24	0.0371150370555	0.0828296663226	0.115592507507	0.0910158212796	0.0496350982954	0.0612894750338	0.402342876014	0.100333185267	0.0598463384278
a37	0.0264813672458	0.115481105908	0.116475118336	0.120520008293	0.0422034411998	0.0384683741779	0.402397555005	0.100233923102	0.0377391084359
a27	0.0231664914373	0.108185932369	0.118789014545	0.148936227754	0.0446784836226	0.0323392720873	0.387063450002	0.0981594993407	0.0386816328623
a8	0.0214455676391	0.0727632351863	0.120187253262	0.178768873487	0.0520817575529	0.0397275200278	0.351591384667	0.107598781194	0.0558356347664
a23	0.016120612313	0.0505113903681	0.113761706964	0.209913746876	0.067274090499	0.0456368058199	0.311103381556	0.109290093905	0.0763881694441
a31	0.0154600545977	0.0678708439354	0.138917204318	0.207216503045	0.080053365401	0.04073983236	0.283173790852	0.0897042873677	0.076864102454
a37	0.0276729085699	0.0762433042285	0.157075404973	0.192381018068	0.0740084957963	0.0449319104833	0.270508702884	0.0788724186572	0.078305819686
a29	0.0458772067853	0.0746771979828	0.144790185258	0.190317943923	0.0605977645401	0.0617378637378	0.248791647961	0.0785689873144	0.094641195924
a31	0.0512934055911	0.109787238085	0.210710094419	0.170970453574	0.051548710786	0.0623302560726	0.183593575034	0.0730897099048	0.086676543088
a13	0.061307294625	0.113471112629	0.239742844273	0.155701552458	0.0531758385873	0.0669169632909	0.146455242658	0.0854114517683	0.0778176897427
a31	0.064927375609	0.107421183013	0.213297576158	0.146998177686	0.05467661479	0.0704010880103	0.131459945819	0.112987242256	0.0978307967142
a8	0.057291240819	0.101510908951	0.202406844613	0.142663098362	0.0614014537116	0.0710418397168	0.113521289673	0.141740002885	0.108423323671
a31	0.054802082225	0.0998137733037	0.207284509098	0.127168264454	0.0609901033937	0.0678905631229	0.107811129424	0.154827564028	0.11941201859
a21	0.053873277245	0.0984009841092	0.199108159033	0.111238990485	0.0573661525251	0.0609306436116	0.0972313366747	0.172815218676	0.149035246597
a31	0.0545453227517	0.0982249487531	0.190068882878	0.105123416162	0.0564660288077	0.0600656038939	0.0915535192916	0.183424663625	0.160527619199
a29	0.0590646384026	0.106895129801	0.188842353959	0.101014870387	0.0519236651146	0.0552099204813	0.0864657282305	0.182768616208	0.1678150826
a31	0.0622526847462	0.102844044728	0.175971552453	0.102785641329	0.0532800971955	0.0590291616471	0.0856115076768	0.185522813669	0.172702485827
a46	0.0615629495821	0.089043081828	0.160366150018	0.0987672213097	0.0601444972792	0.0678529109957	0.0946362836923	0.19439767429	0.173229211142
a31	0.05898936815	0.0814890574747	0.151735763006	0.0972527804366	0.0630879002897	0.0725887459052	0.0976878168974	0.201498789163	0.175669772287
a49	0.0658466439547	0.0950311800316	0.156601529735	0.0949768224122	0.0584283894972	0.0680608335684	0.0926229391658	0.194127148721	0.174304516049
a3	0.0902426322602	0.101327841737	0.144520152578	0.0948723576707	0.0615475920744	0.0693499156228	0.0979494597886	0.19600426684	0.14418578197
a18	0.0969798220827	0.108512295339	0.154572081926	0.0859707444236	0.0605510876668	0.0695103573876	0.0976317474629	0.19329359668	0.132978257057
a31	0.0792328932836	0.11026183776	0.167969544509	0.0790149282745	0.0550007920343	0.0628985953225	0.0927157058876	0.19262214236	0.160283551659
a8	0.0731584185292	0.09171674696	0.150881911436	0.0963262277582	0.0607783870961	0.0650604724542	0.0996217437625	0.204330856253	0.15812523348
</S>	0.0781812871466	0.07785370529	0.126550449818	0.111887020079	0.068336836231	0.0689054178271	0.106168256481	0.214697270726	0.14741975787
