 	non	ti	dimentichiamo	mai	</S>
a8	0.254335919487	0.32728527803	0.139401070892	0.166390884106	0.112586882481
a31	0.258833405794	0.363280807163	0.18182471633	0.129293924165	0.0667671777851
a20	0.293945277351	0.307607438721	0.18322888687	0.117559872273	0.0976585321661
a31	0.30526487145	0.279243809374	0.136969526958	0.125798466238	0.152723324962
a13	0.273536387937	0.301606580258	0.124001407081	0.131045757786	0.169809866854
a31	0.264269342232	0.321242842553	0.12238728022	0.129483100782	0.162617441418
a13	0.262568107231	0.343399602251	0.123883869382	0.125721850911	0.144426585273
a1	0.25120085159	0.330938014617	0.143250752426	0.155033043694	0.119577345491
a31	0.26077428529	0.384635501339	0.122607944699	0.137785952525	0.0941963116303
a41	0.244302545029	0.395992813113	0.123447843966	0.151126677508	0.0851301116101
a15	0.213340421882	0.373687126371	0.136958915189	0.192739508303	0.0832740298034
a13	0.189844783081	0.403754666124	0.123836270196	0.191334658901	0.0912296226678
a31	0.15741285754	0.396518727375	0.142497203065	0.203001047167	0.100570157756
a11	0.145199671913	0.359144443792	0.150804646622	0.233980531722	0.110870699319
a31	0.154003153438	0.337304058597	0.153204931141	0.238830327907	0.11665751364
a46	0.169058664746	0.305094019532	0.152324367247	0.240369934369	0.133152998347
a31	0.191822296449	0.293790117177	0.143115820616	0.22355704679	0.147714711849
a46	0.20437098155	0.280030554392	0.143222133805	0.21092463293	0.161451690416
a31	0.21305426825	0.270129477464	0.145487897535	0.204844764043	0.166483584272
</S>	0.220645424125	0.278294940732	0.159663095767	0.187497393022	0.153899134836
