 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.29084380212	0.0324723477465	0.0269624590492	0.08055373239	0.273692848132	0.056322181877	0.146852395068	0.092300190634
a24	0.325881259374	0.0159165767293	0.0635393717715	0.0660035134367	0.32139868768	0.0471259316496	0.118430483328	0.0417041455627
a31	0.320392779685	0.0269416480904	0.0775260145149	0.0489312668482	0.315643936189	0.0372604071975	0.126720112461	0.0465838152213
a17	0.350147051435	0.0438393042699	0.0471511715413	0.0439841584654	0.279767891301	0.0384686032794	0.133649750186	0.0629920510678
a31	0.364175231412	0.0457119902682	0.0393633211051	0.0531834987418	0.245551268718	0.0373981770383	0.146916354869	0.0677001482809
a37	0.362305929651	0.0370650099992	0.0393678574117	0.0633943821139	0.227907155222	0.0316234766061	0.164842839156	0.0734933366336
a10	0.360451973364	0.03614216129	0.0436711839706	0.079241117638	0.178423971652	0.029510812802	0.195069759052	0.0774890147312
a31	0.350269036255	0.0355361782999	0.0494076179269	0.093863084546	0.20017617993	0.0245137887607	0.179081645124	0.0671524649791
a20	0.374727061485	0.0262721543427	0.0539742439923	0.103702977249	0.186865398593	0.0245719508469	0.162505655561	0.067380546015
a33	0.421160045628	0.0283378354168	0.0567118500308	0.13930985143	0.107985260016	0.0283965078336	0.14145985718	0.0766387874403
a20	0.469435011676	0.0339566476193	0.0562721521736	0.13336558803	0.08103257301	0.0404160833702	0.110650978472	0.0748709482201
a31	0.478188617959	0.0276059395382	0.0430113817345	0.07402019565	0.129766108104	0.0519171024844	0.122850065647	0.0726405542047
a5	0.466623072786	0.027698210449	0.0344247206515	0.0426084359167	0.150046071832	0.0540052515848	0.125196053627	0.0993981677216
a17	0.499214815729	0.0443489522066	0.0398977465905	0.0421367435322	0.0948391665587	0.0614872797849	0.115557232589	0.102518070801
a11	0.489932059243	0.0628789503363	0.0533833653035	0.0542283867374	0.0913351967462	0.071526831491	0.103521624036	0.0731935929403
a10	0.442419307748	0.0750945688977	0.0627039793545	0.0569094347791	0.128641975722	0.077898986193	0.084789480992	0.0715422609468
a31	0.403637730249	0.0651065900682	0.0638234842115	0.0595948091264	0.172368811193	0.0757448373377	0.0707089084307	0.0890148300823
a24	0.389092318083	0.0711575756301	0.0570629846705	0.0559303995755	0.162405998798	0.0817096117792	0.0806187621436	0.102022355247
a46	0.331561548628	0.0986066430554	0.0494064247568	0.0513801571918	0.159114239733	0.101511872993	0.0967809579145	0.111638155749
a20	0.256656081476	0.104361775816	0.0480851773856	0.0528103725973	0.180096116378	0.122404884731	0.104987270038	0.13059832925
a31	0.220323778159	0.090294934368	0.0544659351285	0.0664481065324	0.195706131259	0.124587640417	0.102353594246	0.145819869735
a20	0.20928617752	0.100879681441	0.0601586655095	0.0740892169775	0.202679552153	0.107522625446	0.0905468447153	0.15483721543
a31	0.19848217044	0.11384880274	0.0665371281032	0.0701795021925	0.192607200784	0.0975620236353	0.0922036007184	0.168579564
</S>	0.18180605392	0.103792225635	0.0725776163516	0.0732044632962	0.194207143892	0.0958302232477	0.0992757112792	0.179306556085
