 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.062490534482	0.00620756775001	0.0082481360662	0.0065894681028	0.0108912785938	0.0324000335004	0.015300239911	0.03898765402	0.053699669757	0.091861373626	0.04968735866	0.08049084613	0.03392823252	0.1242857257	0.0920108891	0.04284363496	0.149948404147	0.100128957765
a39	0.0346949511713	0.0151191882595	0.0120107748556	0.0359560056756	0.00793954895633	0.0850830486735	0.0229874060103	0.0734076632467	0.0971636321277	0.0848424596811	0.0477785147267	0.0767368877433	0.0324380174533	0.109663440309	0.0781389123233	0.0365136416767	0.101021745727	0.0485041595017
a31	0.0233333913828	0.0174388183538	0.0138730238204	0.0453949776391	0.00720762726502	0.0900064659605	0.0239435381108	0.0918412035289	0.126988096137	0.0477078712025	0.0389070108689	0.0436212569478	0.0236553831844	0.0700541650457	0.153417153198	0.0565172001156	0.0868341800257	0.0392586342599
a8	0.0135564020338	0.0101631962973	0.011649255305	0.0330277751782	0.0148226913857	0.0951160286562	0.0313870184243	0.086736943423	0.117438522123	0.0451579717486	0.0428285897696	0.0405004913826	0.0297609402615	0.0637404136152	0.184895556126	0.0563439483719	0.0892878861339	0.0335863803392
a31	0.0128239077328	0.00766270315118	0.0116802061282	0.0324760309082	0.0204622867001	0.129911736792	0.0301239091881	0.0674746318743	0.0988474958977	0.0487366840492	0.0404395479032	0.0476476522275	0.0368126233472	0.0762729271051	0.112469538102	0.0720534212573	0.11977511086	0.0343295966563
a35	0.0125466813495	0.00327303113979	0.00692599135821	0.0192336130964	0.0136721828406	0.136860556891	0.018527483018	0.0422336220914	0.0814537415692	0.0503611854864	0.0565332746011	0.0678694498025	0.0378329029157	0.089814957935	0.0878366857007	0.0882927247258	0.147490873513	0.0392410442181
a31	0.0161488138352	0.00201638077812	0.00701410947202	0.0208316061294	0.0112947989928	0.11589686509	0.0145222021147	0.0333035249171	0.0576683475097	0.0423577350334	0.062071589027	0.0804114485142	0.0340353398252	0.101022076512	0.0940072301002	0.0934533794153	0.173627643904	0.0403169262254
a33	0.0187818641257	0.00148260858691	0.00704708087287	0.0237939290614	0.0182554868065	0.0806687870367	0.0119621172582	0.0319853761124	0.0425266240966	0.0351817113215	0.048928060673	0.0955178359914	0.0315410653351	0.113905943971	0.0986585506734	0.100287178452	0.192606081568	0.0468697195951
a23	0.0319192789119	0.0013685469757	0.00530647856529	0.024866913837	0.0324141811759	0.0648991573522	0.0125630054314	0.0325199228041	0.0333055562722	0.0330369178417	0.0424149544323	0.0960082435771	0.0321390526717	0.122767283657	0.0929473589311	0.093737441104	0.202609601389	0.045176113985
a31	0.044040781092	0.0040330134651	0.0105572346239	0.0320909817336	0.0312410970482	0.0450200675174	0.0129433219091	0.029523677468	0.0272208354241	0.0252874272516	0.0314271679948	0.063810167839	0.0249320686506	0.106276130752	0.126571253644	0.121545901141	0.21082856913	0.052650314795
