 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.12776971652	0.03323707407	0.09277395783	0.14453541296	0.15943454102	0.085899963056	0.175285650184	0.181063686486
a20	0.155632630766	0.021703121658	0.11385274975	0.150231985007	0.22423140824	0.0772851315493	0.187086031484	0.0699769476177
a11	0.147746744283	0.0196000005207	0.116530366073	0.0966460652557	0.266058736033	0.0969416161964	0.218860260655	0.0376162145539
a10	0.109804196695	0.0184495842042	0.093401211947	0.0641877083186	0.280456179644	0.136755961645	0.264090563852	0.032854592475
a39	0.0900759054128	0.0327360245914	0.090247631001	0.0709149501729	0.237502630515	0.200019463875	0.252267105657	0.0262362898127
a7	0.0904668543784	0.0609987277831	0.105946794512	0.0961389566576	0.181645049185	0.281826067025	0.165430478219	0.0175470688376
a37	0.102938049044	0.0849725536277	0.118303315604	0.107979255153	0.170844485982	0.295038615975	0.102063125606	0.0178606014325
a8	0.11137156832	0.111152954776	0.127957318321	0.109562527004	0.166602769401	0.244782429465	0.0989422878353	0.0296281613575
a18	0.147625731898	0.108074649692	0.117687912636	0.0928458927393	0.187775101394	0.178946677928	0.121099383378	0.0459446496992
a46	0.187549749653	0.0819821814973	0.103237143228	0.0768467389644	0.204116103785	0.139691212243	0.148856707993	0.0577201402331
a31	0.175387419311	0.0637460173858	0.101717307605	0.0768299496815	0.217359667822	0.135711105174	0.170748759698	0.058499761311
a18	0.172961599457	0.0592772902619	0.0817041021843	0.0693165070672	0.242242016041	0.134057655085	0.190464559333	0.049976266257
a24	0.189566482906	0.069954785134	0.0679745609554	0.0626915080024	0.219487002114	0.125490909295	0.211298005244	0.053536739139
a28	0.185219919369	0.077023437178	0.0622127754718	0.0584416163675	0.187599877838	0.130991523832	0.212419948215	0.0860908912197
a31	0.162143681256	0.0681681571927	0.0676930479439	0.0625708109892	0.189228008279	0.122332160144	0.216016194738	0.111847941647
a20	0.166556069485	0.0791087345309	0.070717079168	0.0671591593964	0.180018463693	0.112397468048	0.192178963846	0.131864067176
a31	0.168061079695	0.0916572661103	0.077703977856	0.0734041595988	0.166108134231	0.113814399416	0.144462897549	0.164788091152
a3	0.171450368632	0.0898088648368	0.082416787152	0.0764672359996	0.163685284077	0.115625522672	0.11921987165	0.181326062084
a31	0.176993013611	0.0853308576923	0.082231052184	0.0755399643999	0.143880918026	0.126837828824	0.122171841017	0.187014504695
a20	0.177820617404	0.0776604923241	0.082067185128	0.0753761214	0.136098416942	0.126328572675	0.130936032206	0.193712543905
a31	0.170879337135	0.0745690194547	0.0853720437093	0.0730290552	0.142439336914	0.132863564692	0.134216571269	0.186631048475
</S>	0.142732568368	0.0658006191273	0.0970327236547	0.0756432889	0.148573832957	0.151105086346	0.142574933634	0.176536921238
