 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a31	0.12809033942	0.116491250392	0.0464747355001	0.0140550315894	0.0578854554618	0.052715689163	0.06323627322	0.0563272413925	0.114845780668	0.115484049327	0.1771778935	0.0572162617467
a24	0.0931423676456	0.085900986924	0.0813482499041	0.0425836060656	0.0632894812454	0.0646968399477	0.064664761017	0.0639336364622	0.143085863728	0.118233766407	0.151921341263	0.0271991091611
a31	0.0760785085732	0.0474438630078	0.0983190624452	0.0650675765143	0.102660108302	0.0693431177092	0.0580101870093	0.0842610898497	0.149442991463	0.0966965085557	0.130135216644	0.0225417904615
a28	0.0738765454377	0.0405177502146	0.113960615144	0.0552092092625	0.131604654781	0.0666895398231	0.0409939248231	0.0957310472642	0.158015929383	0.0911454599566	0.114125337939	0.0181300077032
a15	0.0786904878425	0.0364994611596	0.104270337656	0.0393735498891	0.133212628674	0.0904178421077	0.0409362812344	0.110354088745	0.148532014461	0.0921790430075	0.113555517464	0.0119787719052
a28	0.0871377441667	0.024709514362	0.0554230412155	0.0202901243906	0.140685169441	0.129628125169	0.0735437815448	0.1039989306	0.116726214245	0.0842735359145	0.152176385485	0.0114074572259
a31	0.0758282543589	0.0164798329189	0.0259320086056	0.00976227554353	0.112018333228	0.141213142056	0.119764002602	0.073308822518	0.0798448748003	0.14139106437	0.193938374005	0.0105190193493
a8	0.0645350122912	0.0211396099989	0.0169667380955	0.00618263760324	0.0854479018147	0.155041256525	0.125116098421	0.0522984242527	0.0831877036428	0.209100502531	0.170971766802	0.0100123392041
a31	0.0627197374553	0.0333733272605	0.0185584391295	0.00840020993581	0.0886942115322	0.163311667215	0.107230449407	0.0509842705509	0.0840318694716	0.20486003604	0.152108455867	0.0257273290644
a33	0.0534182942038	0.0433149802076	0.0256073809002	0.0112121140697	0.0979962406794	0.159025596272	0.0899912337357	0.050280803299	0.0891804141572	0.175751985547	0.161449352156	0.0427716020415
a20	0.0719890181199	0.0546405571671	0.0348992720638	0.014501991481	0.123917364455	0.180994854557	0.0737579578452	0.048036342395	0.0925653546524	0.146941826116	0.106236268919	0.0515191769938
a14	0.114872747107	0.0593998391792	0.0442320044213	0.0195974625337	0.131610458485	0.175049966452	0.0637031506151	0.0363579766997	0.0725637680841	0.160013705439	0.0639509635263	0.0586479426179
a31	0.109040144769	0.0627849106227	0.0591243425404	0.0255050339979	0.118078069095	0.158404256417	0.0730716801384	0.0346264484479	0.0649530108947	0.154891560613	0.0649432845954	0.0745772513993
a17	0.0891043948097	0.0707436927088	0.0638502868868	0.0247579945793	0.120318973365	0.171417674606	0.0876686617128	0.0337088776793	0.0571489332316	0.114622669271	0.0778231914051	0.0888346542864
a20	0.108389416423	0.0903309355513	0.0774195824023	0.0255505697064	0.127092033122	0.179361841069	0.0773193830376	0.0288967110898	0.0463425063039	0.0858578108903	0.069546738995	0.0838924749621
a31	0.0951339272743	0.0936500588728	0.0967443039474	0.0366001250021	0.125452597507	0.166715280623	0.0687715087459	0.0324569447366	0.0428850097613	0.0847027053634	0.0669235651183	0.089963964634
a8	0.0808018533181	0.0850706113536	0.0855017729291	0.0355683478074	0.132609126569	0.177162958741	0.0765964435153	0.0358351941282	0.0395137416538	0.0775156104545	0.0767252959728	0.0970990297247
a24	0.099016525466	0.102320001787	0.082308995043	0.0395888300425	0.13775553579	0.171280694847	0.0714214504384	0.0326006967854	0.0334000290513	0.0614087284848	0.0800532157243	0.0888452781082
a28	0.0995734873553	0.114761066802	0.0900616619477	0.0502268664142	0.13333295413	0.148276493282	0.0666080384795	0.0382991771285	0.0371154565504	0.0571218183616	0.0750088760414	0.0896140734361
a20	0.0851031709184	0.112790939551	0.0924733719159	0.0539504938714	0.131413036777	0.134721352761	0.0722879263598	0.0432289050695	0.0407747946501	0.0581390782539	0.0729121216605	0.102204779879
a31	0.0764263409728	0.101696137864	0.0878430771053	0.0604250012238	0.132038877859	0.130299713054	0.0774119860533	0.0456235313898	0.04639647955	0.0601344613846	0.0716492176668	0.110055155193
a46	0.0668140039909	0.0905905164113	0.0748396879018	0.0570845776613	0.14687798562	0.139668844418	0.0783994324178	0.0454769993633	0.0476025417833	0.0625015698949	0.0740188037556	0.116125032631
a18	0.0609649210636	0.0891400570238	0.0822856953673	0.0625687752738	0.146863462873	0.130526210206	0.0807910978059	0.0474594323944	0.0449813287944	0.062055372165	0.0768766738519	0.11548698001
</S>	0.0603581407318	0.0864033308319	0.0932044686837	0.0735590151369	0.134523387436	0.120107298803	0.085438617403	0.0520402480372	0.0463910568972	0.0600805126825	0.076893957326	0.110999970605
