 	il	vestito	della	sposa	vuole	bianco	</S>
a8	0.12445736671	0.0916015426995	0.211079769285	0.25336539292	0.02366629333	0.13607602239	0.159753591359
a31	0.0971573151168	0.0778467755662	0.292534278785	0.23279868566	0.0322776471833	0.170667550157	0.0967177383844
a7	0.0715807248323	0.0529407992887	0.357750208262	0.215396158563	0.0374948113944	0.169937950299	0.0948993416887
a31	0.0430114257614	0.0323994860962	0.372730512287	0.24707283975	0.0383187725915	0.184161485806	0.0823054789456
a7	0.0350676459683	0.0333460219381	0.364825648976	0.259547710283	0.0400779183838	0.201229904789	0.0659051590405
a3	0.0393762013508	0.0531892637587	0.336588441339	0.248843971194	0.0524221793079	0.20065820445	0.0689217461182
a31	0.0699076215703	0.0772615703196	0.29233543278	0.230549778065	0.0881697641626	0.17679676157	0.0649790856381
a8	0.0899940545834	0.0681622892132	0.249640730393	0.262335677355	0.103226525734	0.160462782825	0.066177969027
a31	0.0728520006851	0.0446599015377	0.222585693998	0.284593961785	0.137185262305	0.158884898884	0.079238316368
a8	0.0756048734897	0.0356753585312	0.164225413999	0.298739709795	0.181338870291	0.158012111111	0.086403698476
a20	0.0887106359379	0.0293504592157	0.114091094533	0.338220321798	0.177644186753	0.15231912568	0.0996641889553
a31	0.0709030516153	0.0307550510472	0.129986951311	0.348111996333	0.167663381458	0.131230287987	0.12134928089
a20	0.0840072997971	0.0378277853511	0.133598302837	0.336166001511	0.154872410219	0.123080529862	0.130447687441
a31	0.103901756802	0.0569605155184	0.112489949079	0.307459051237	0.145456345166	0.121685784314	0.152046621547
a28	0.112902890167	0.0715043741741	0.11963745736	0.267625819479	0.137913066302	0.121384762065	0.169031644629
a11	0.134243285229	0.0718425426047	0.134304908853	0.26027046316	0.138557750501	0.118507751955	0.142273291743
a20	0.14755596877	0.0721480094482	0.145819365551	0.265969715053	0.142406711234	0.109346539185	0.116753684114
a24	0.145531494883	0.0713824707494	0.160221621117	0.261794106351	0.143217535945	0.110336164462	0.107516607705
a8	0.126885008841	0.0757395863831	0.184310267372	0.25336956145	0.144902098648	0.112166515087	0.102626950435
a31	0.110939108667	0.0898279033944	0.185604512124	0.250374006083	0.137078340716	0.115616097162	0.110560025416
a20	0.113896343849	0.0942502215981	0.175997595708	0.235844411628	0.130710944605	0.119652207587	0.129648278076
a31	0.125829705836	0.093693095386	0.164186504703	0.223579820543	0.128598367962	0.124001461529	0.140111049659
a18	0.118382329559	0.103704211469	0.166590689634	0.221929639514	0.121266530147	0.122794772176	0.145331835406
a31	0.1291866915	0.10774408687	0.166812427078	0.217182895838	0.117614722409	0.116436828032	0.145022342873
a8	0.125398146513	0.11110204845	0.167486632626	0.220218799279	0.114350050563	0.113641853651	0.147802461589
</S>	0.103818289377	0.116635216825	0.186961389313	0.222879707639	0.109619594782	0.109059367326	0.151026435765
