 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.106084698597	0.121478256663	0.0197870803904	0.0511151739633	0.0441203869023	0.0547673836919	0.183261958449	0.0757564274096	0.11726591583	0.09845790657	0.127904839269
a37	0.0961874135319	0.089147533776	0.0353903061981	0.0905441967058	0.0575218264862	0.0591112777132	0.193093807843	0.137164507517	0.102837543875	0.090148878428	0.0488527380337
a31	0.0830724302485	0.0426149710155	0.0428929276878	0.123911099704	0.0631992770767	0.0765350971806	0.194753598734	0.191993246566	0.0560465575222	0.0983065876187	0.0266742223112
a20	0.0597759308753	0.0214457039783	0.0490054685415	0.119064833569	0.0641032759469	0.0984087907059	0.197013779565	0.230776065775	0.0468529751846	0.0940093933167	0.0195437633303
a31	0.0586721141423	0.0421995690299	0.0594579798892	0.122952343606	0.0865799162836	0.111073683193	0.164885668455	0.241566902327	0.0475760168469	0.0525664973534	0.0124692880868
a20	0.0557892002391	0.0545172879681	0.0467368447478	0.109624691775	0.0917122475312	0.11568109387	0.183348554618	0.233509654784	0.056507298129	0.0405321086731	0.0120410095273
a31	0.0707469261938	0.0761481919437	0.0333332087328	0.087930233377	0.0799109117304	0.0998331909	0.207188261826	0.195363732268	0.067764376063	0.056854984511	0.024925967356
a11	0.0733762042913	0.108946183953	0.0341111166309	0.0819153774923	0.0689154029848	0.080983240963	0.221277211202	0.140450055516	0.080659497181	0.0722024850037	0.0371632236007
a31	0.0581194235238	0.105116949642	0.0398324531436	0.0792947322174	0.0621845961449	0.0696501770793	0.234971619007	0.0897965055653	0.124124876287	0.0920318072346	0.0448768885902
a20	0.0594012676179	0.101221222843	0.0389668427945	0.0707545647525	0.058645836675	0.0703844319651	0.224478522969	0.0605168013551	0.150165365329	0.110163097078	0.0553020765567
a31	0.0491833016826	0.0934683924126	0.0519731208115	0.0793200256908	0.0647701554717	0.0737449341097	0.19226234999	0.0483787614317	0.15131525921	0.132579915526	0.0630037910656
a29	0.0637834412742	0.0786857248983	0.0603096473372	0.0872212238969	0.0690136444239	0.0642443883032	0.147164499037	0.0419477169772	0.15529643995	0.151407173542	0.0809260982352
a46	0.0761105466934	0.0705872964161	0.0577527870191	0.091565596499	0.0732771000746	0.0688460455011	0.123892848519	0.0419380833724	0.14137617045	0.141657906961	0.112995614878
