 	può	che	sono	ancora	svegli	</S>
a31	0.13434208912	0.17428557121	0.0673399054	0.1621723114	0.26433538374	0.1975247251
a7	0.0748154711678	0.190755849277	0.0376190713717	0.252285917067	0.287246389992	0.157277282027
a31	0.041089965018	0.220066666899	0.0245689036023	0.252972048356	0.334901258687	0.126401149288
a7	0.0371180276108	0.26757983892	0.0263196696674	0.206300450319	0.365077598155	0.0976044131835
a31	0.0401774776244	0.234421517653	0.0677935574225	0.211684478306	0.3476626381	0.09826032077
a37	0.0579155635126	0.148047900818	0.104553958627	0.235415641769	0.3410378275	0.11302909899
a31	0.0605055764047	0.108590101673	0.110189057252	0.265700724923	0.3394254423	0.115589090257
a39	0.0462459263749	0.095235706291	0.12224574866	0.268773615841	0.3524694733	0.115029534719
a31	0.0436303511916	0.098773120897	0.150163342067	0.233173055014	0.3161865403	0.158073599973
a20	0.0775342660639	0.101673564599	0.163716795956	0.193304450738	0.275445265767	0.188325658658
a31	0.106272071241	0.1031166483	0.165231974385	0.153840918913	0.239059117989	0.232479274753
a46	0.093966526367	0.104417743433	0.163561100795	0.131355361704	0.231409293063	0.275289979451
a8	0.0936750055223	0.109115183211	0.137906775998	0.128775329435	0.265249287688	0.26527841615
a46	0.0981229659074	0.12585890987	0.115591477333	0.128696815745	0.273108347229	0.25862146905
a8	0.103644238536	0.134088627223	0.122208436844	0.135609393515	0.270518175343	0.23393111535
a31	0.114866711725	0.133159596674	0.154571408748	0.134338862438	0.243809092048	0.219254331383
a20	0.105381093355	0.119251380891	0.149869179383	0.137189171146	0.250805922016	0.237503263728
</S>	0.0906609661775	0.115656785945	0.123784794192	0.142332892573	0.275328104008	0.252236466864
