 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
a8	0.0251506572183	0.0155772573173	0.0168140637627	0.008400999934	0.0113978894276	0.009777941	0.006968183894	0.016241430445	0.0352477613398	0.02768623266	0.0312100139775	0.0204988804828	0.0063514606934	0.0173781746045	0.0282898305454	0.024506387233	0.0268841699	0.013500877718	0.023573229164	0.022217187634	0.034215838168	0.0149504583289	0.0267567593366	0.10820427699	0.02844672846	0.02121293258	0.02979836927	0.0556584609	0.035994310262	0.050606758917	0.102367058039	0.029377120979	0.028257604124	0.0256398681115	0.0208408331497
a31	0.0102176820499	0.013000571226	0.012108883474	0.00628687128533	0.00609156279303	0.0234540322647	0.0110844995007	0.0194239203317	0.0548722187001	0.04778774195	0.0484460994772	0.0355880444495	0.00763981618199	0.0294862647462	0.036099352918	0.0254340631439	0.0721896812	0.0127099573165	0.0240530744833	0.0221372430565	0.0338168502727	0.0143109451089	0.0280307343786	0.100098023021	0.037664158458	0.0274778429	0.0278177088753	0.0479597537493	0.0270341537747	0.042124210529	0.0503347028125	0.0127667957419	0.013161430186	0.0105658075783	0.00872528994817
a24	0.00498512045211	0.0140614366314	0.0146650664313	0.00603876048578	0.00442196429048	0.0328748042636	0.0137475676869	0.0171672998506	0.101459291638	0.0610264205	0.0482296030921	0.0427235902884	0.00825497268286	0.0325630452719	0.0326993061451	0.0193514624856	0.0895562542333	0.012185192638	0.0169797783371	0.0147335025825	0.0193637305254	0.014262576297	0.0261915274815	0.057359715177	0.035807232774	0.0277496814667	0.0210196779304	0.0462833382058	0.0213821716776	0.0356234460763	0.043712265747	0.0236468067356	0.0129229717906	0.0078702311796	0.0190801851871
a37	0.00403895145666	0.0117984002852	0.0147981947151	0.00710196055259	0.00610412781816	0.0283335695139	0.0183494476756	0.0139437404115	0.139791398192	0.0482008754	0.0352621419574	0.0321934744032	0.0107030975995	0.0258750662257	0.0282023737646	0.0169315350665	0.0531949290711	0.0129314182847	0.015025863341	0.0117591792511	0.0143250504683	0.0135973649197	0.0406531928578	0.0520195506437	0.0259830475747	0.0201934473089	0.0219564055701	0.0539713651753	0.0221930873792	0.0600265988368	0.0584870410752	0.0301018359268	0.0120560137969	0.00832778438587	0.0315684678225
a24	0.00694746121097	0.0122947084093	0.0125614638977	0.0111237636642	0.00707333342145	0.02550095992	0.0220891299119	0.0133063321678	0.129610370116	0.0369100725687	0.0301891573525	0.030219745097	0.0106968648114	0.0205607001368	0.0277193704227	0.0192689204668	0.0701941470504	0.0143268989709	0.0188663417257	0.0184654626021	0.0287663706461	0.0160980189219	0.0534323177899	0.0480029079546	0.0250602294716	0.0178422488496	0.0226393753834	0.0482939827251	0.0211131223397	0.0742465868823	0.0507876699841	0.0175852214052	0.0072116170723	0.00867607665462	0.0223190413711
a37	0.0148529890091	0.0178187977919	0.0160724003672	0.0166102801547	0.00725074231788	0.02132170533	0.0196136991906	0.0166566221219	0.127732328573	0.0326958161342	0.0299247508308	0.0342823514586	0.0094975775058	0.0173393006999	0.0282484949169	0.0236744117889	0.102635098817	0.0162374535636	0.0260382332952	0.029969949034	0.049691268782	0.023021828916	0.0472403322966	0.0361219517182	0.0264040165772	0.0188009132365	0.0185001886278	0.0328937501084	0.0141345774866	0.0586386384701	0.0320424519351	0.0096274399924	0.0039554443881	0.0103472110209	0.010106984973
a31	0.0155966235801	0.0201998589619	0.0214013861331	0.0162867939609	0.00833984972936	0.018145006258	0.0170787450975	0.0149738914846	0.114166710001	0.0270587967821	0.0266879852438	0.0245866944912	0.0102347207551	0.0192720845294	0.02555177147	0.0273810286036	0.104365927806	0.0264856548567	0.0284251665044	0.0364875572027	0.0529078812913	0.0288757633687	0.0379038180716	0.0297475910261	0.0298768132657	0.0271540705922	0.0358016897759	0.0297808549695	0.0142101986822	0.0652608245394	0.0217939985384	0.00491714456347	0.00483632001203	0.0090100856043	0.00519669762443
a28	0.0104785155794	0.01749256528	0.0223959195884	0.0167865529316	0.00921191374185	0.0146729295133	0.0318773962452	0.0133648793606	0.0672044609475	0.022293117365	0.0222325580041	0.0145391408835	0.0103203553749	0.0198742545319	0.0187928694686	0.0291773770925	0.0899205609353	0.0375867347497	0.0297682690788	0.0408865084776	0.0497689590518	0.0351860086769	0.0307128864384	0.0276265348612	0.0446970889952	0.0412725529974	0.0785561018586	0.0320745661898	0.0178013940541	0.0649488282731	0.0129708135848	0.00381948736316	0.00623014250934	0.0091186256161	0.0063391323303
a17	0.0126140195729	0.0211999100953	0.0281969212961	0.0256847778459	0.0123333813573	0.0156201664471	0.0391418029804	0.0181912176179	0.050805197107	0.0222550854533	0.0210704352174	0.0179618979135	0.0091147163223	0.0160703501502	0.0232379982944	0.0304959458048	0.0716968525784	0.0310152928252	0.0361340960309	0.0480203990912	0.0605935665146	0.0433918160296	0.0241775888679	0.0272986199463	0.0506615624784	0.0445869638658	0.0827385265529	0.0302882348633	0.0160049758447	0.0339137281577	0.00752614656893	0.00457554325439	0.00541959296845	0.0111038581054	0.00685881405103
a31	0.0147461308056	0.0262884503895	0.0406144981587	0.0274167205353	0.0153864320275	0.014195408877	0.0315734381001	0.016681425456	0.042192404702	0.0244648209589	0.0209533399701	0.0204962568651	0.0114867119278	0.0162140055248	0.0255742518855	0.0323829321853	0.0594008719261	0.0244011186129	0.037970657737	0.0452827231404	0.0580181079069	0.0448280058295	0.0203039918783	0.0275715734968	0.0469812263461	0.0426921937553	0.0989444603176	0.0311123655944	0.0199194332789	0.0285400773059	0.00463836707631	0.0043968027226	0.00831094013968	0.0115069752418	0.00451289285008
