 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.10981747263	0.0073922918359	0.065181728	0.12194750657	0.2500978978	0.1608637916	0.1503823307	0.048333837774	0.085983134357
a8	0.120843497005	0.100801658546	0.0564598350379	0.110647575067	0.23271738598	0.107467278773	0.129843594447	0.0546542818407	0.0865648640037
a31	0.12859232359	0.137988099578	0.0314422252032	0.048933851869	0.18517441524	0.0760147953289	0.103511483096	0.119031753347	0.169311030921
a29	0.138403625941	0.0868417112787	0.0278375754911	0.0330302893383	0.174710537093	0.0778835443696	0.116839755515	0.173229057776	0.17122389349
a11	0.171708129587	0.0700370437556	0.0350006652904	0.0777125803454	0.134482460878	0.134625569333	0.149652347121	0.123197179819	0.103584014366
a31	0.135075474697	0.0334133705091	0.0327040136661	0.115057009188	0.162943297126	0.169262775826	0.204538004507	0.0789459881263	0.0680600663647
a17	0.091838210588	0.0149984702903	0.01954984239	0.0792377810113	0.219798285342	0.194342374995	0.209968742196	0.126782093229	0.0434842009225
a21	0.0896720270323	0.00746345736668	0.018743523278	0.0573020400458	0.244444978434	0.191885520176	0.164931855959	0.20175529781	0.0238013115371
a24	0.107867297651	0.00643735316836	0.0237881336127	0.0496432153019	0.224605115718	0.16660643691	0.149101053253	0.241470188237	0.0304812231537
a31	0.10894544515	0.0144028074193	0.0271046187576	0.083634158274	0.188495019193	0.163417492897	0.177126553284	0.197904109146	0.0389697841939
a18	0.129481082177	0.0210480491599	0.0331239962725	0.120858828045	0.163811701631	0.160524255766	0.188688428628	0.134293607582	0.0481700355913
a31	0.121159814899	0.0290369003053	0.0603799386108	0.125483149835	0.14348989431	0.154237284255	0.174670499876	0.111991611327	0.0795508980438
a8	0.1138738245	0.0378019638567	0.0738321600569	0.133178170445	0.128435376637	0.154229445418	0.166050289959	0.104725662376	0.0878731028813
a31	0.113404890453	0.0523097059028	0.076207564459	0.122173732388	0.120832017012	0.153221719606	0.154287478853	0.100467180325	0.10709571132
a11	0.106314548718	0.0696996430596	0.077692158513	0.115635135876	0.122613365404	0.130037150469	0.146869486551	0.0987984117083	0.13234009802
a31	0.106280325406	0.0828543620292	0.0717058511777	0.103112908632	0.122760654535	0.122678411756	0.14595828025	0.0989250092361	0.14572419072
a8	0.0985606944687	0.0832775724417	0.0736364815126	0.09179125996	0.124655908978	0.127223860252	0.149014628617	0.0994342046787	0.152405380353
a24	0.0979656252229	0.0954827646532	0.0668742282909	0.0823361499893	0.129913200726	0.133282811151	0.145231996139	0.10242692356	0.146486293251
a31	0.0968309748076	0.115468763088	0.0736022525636	0.0723817768231	0.118223171042	0.12547087725	0.149304623713	0.0894033102533	0.159314249077
a37	0.105427241736	0.111328804539	0.0751362859279	0.0745050854277	0.113078403147	0.11407828175	0.150735036238	0.0855546339511	0.170156238019
a31	0.113728692579	0.11362899125	0.0773858774493	0.0710535205559	0.106462027982	0.109364327917	0.150291258879	0.083239057717	0.174846259253
a28	0.11512874304	0.10781782743	0.0810224941631	0.0682942465986	0.108852163261	0.106373466972	0.15250599476	0.0852880011723	0.174717064531
a31	0.116145839327	0.107375594543	0.084408374401	0.0656389757129	0.10794833702	0.104992160991	0.152635166253	0.0863465557908	0.174508988157
</S>	0.115707808664	0.116753390691	0.0931530812005	0.0571366040565	0.09539616741	0.107893839296	0.155474314126	0.0822287304954	0.176256051049
