 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.0981853985327	0.166031808226	0.035358571155	0.0865250779285	0.28051505327	0.16704943378	0.166334661067
a31	0.089284272366	0.167517471179	0.0844335537517	0.0525087222995	0.338093989875	0.172355821073	0.0958062027353
a29	0.107157365022	0.145053599266	0.143347442429	0.0504001722692	0.309973697076	0.179536471824	0.0645312869134
a24	0.0901892240893	0.128456489683	0.167888448599	0.0472641224697	0.276003955265	0.222523300315	0.0676744804198
a18	0.116775303029	0.109398138852	0.147626982855	0.0518102480499	0.253678797375	0.245018233358	0.0756923111886
a31	0.203560250248	0.0909543528007	0.0842595578063	0.0375578814566	0.224702739045	0.285755599713	0.0732096228162
a13	0.24868764889	0.0788622499212	0.0456966853388	0.0212849621055	0.242465295775	0.279453065624	0.0835500868254
a11	0.225172430863	0.0930665589084	0.0301255546129	0.0218826767065	0.296496564125	0.222734704563	0.110521500742
a8	0.194740535536	0.115089060403	0.0287034578243	0.0266991406135	0.327048859708	0.189446717042	0.118272225701
a31	0.168301421027	0.110257555608	0.0355587394748	0.0229978884178	0.339041360103	0.202621381973	0.121221666087
a24	0.145351277056	0.110453961603	0.0437381360049	0.0269072533326	0.315729616234	0.214578617471	0.143241166362
a31	0.125247322272	0.126664468134	0.043075192835	0.0337168426909	0.301323397078	0.194283315424	0.175689486587
a39	0.108822504691	0.122947772711	0.0437368858917	0.049985927497	0.308708557693	0.193333656475	0.172464698329
a20	0.110600653077	0.131796682237	0.0683573439439	0.069794846899	0.284705790231	0.177329168158	0.157415505576
a31	0.111990052239	0.169357031946	0.0805588441213	0.0641891568997	0.240688425144	0.151832994053	0.181383486325
a20	0.1136869075	0.177217772582	0.0870487201138	0.0719893221666	0.215313007515	0.135238562551	0.199505705242
a31	0.119979884787	0.189377555861	0.0956035123713	0.0784583880555	0.195615012572	0.129557524717	0.191408120681
a46	0.117732444462	0.18340105942	0.0914980289238	0.0975564652852	0.192815365524	0.127500663306	0.189495974227
a31	0.116782977687	0.174263791273	0.0944503814146	0.107141608162	0.191600160508	0.127151250635	0.188609840076
a23	0.117802682362	0.168933578091	0.105614049045	0.102783950454	0.193278758169	0.128190616012	0.183396372692
a31	0.121191967254	0.160300617764	0.110522211948	0.102717289951	0.194021814323	0.129387698671	0.181858397231
a46	0.125890290085	0.156704155388	0.112827915249	0.10039595145	0.197182512708	0.12886942569	0.178129727944
a8	0.117401012428	0.138605867196	0.12941763695	0.106215248483	0.214886804103	0.122367827163	0.171105588781
a31	0.132818840876	0.157471632865	0.120282891317	0.094907288761	0.200054235568	0.119481916188	0.174983209127
a38	0.139743150892	0.163907330622	0.111845607772	0.0864166405203	0.199229110656	0.119131428063	0.179726750176
a20	0.131198662831	0.163405371807	0.118502059991	0.0871619671734	0.210960129085	0.116244758154	0.172527077725
a31	0.146096373277	0.158550396669	0.110215718264	0.0908149740578	0.203778663095	0.117409948718	0.173133957175
a20	0.148176066626	0.155047495623	0.110039251421	0.0889628117526	0.205598881498	0.117432015506	0.174743491458
a31	0.147631297342	0.146853060941	0.11670251494	0.0886338661175	0.210191055366	0.121435713235	0.168552504086
</S>	0.157860099671	0.133486653471	0.11665943017	0.0913059857587	0.207480124283	0.129421840618	0.163785886843
