 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.0418402032015	0.0899302067905	0.039694946821	0.0367570774	0.0911428850896	0.232977406654	0.0681614612505	0.183555703054	0.215940114838
a24	0.021043078584	0.0726379419539	0.0515699941025	0.0476014609275	0.104034192641	0.321222019885	0.0795523776767	0.164819177385	0.137519740059
a31	0.0200330807766	0.097133801828	0.0883507477236	0.0757544187833	0.0946029725667	0.254666838662	0.0773548644347	0.213898876439	0.0782043953271
a20	0.0189372534297	0.084035440596	0.0959095974225	0.0736313242744	0.12552477812	0.223990332654	0.0686642048127	0.240930127319	0.068376968571
a0	0.0525547138693	0.058904143852	0.0752662720835	0.0594643556715	0.162458092871	0.203133549351	0.0553335863579	0.236732311192	0.0961529930507
a13	0.0964496150311	0.0781416926973	0.0858978449772	0.0856798236238	0.163409428397	0.126226743984	0.0606876342478	0.210567505954	0.0929397216399
a31	0.12610046575	0.0972873783658	0.106853617446	0.109630135361	0.143085824931	0.102285208195	0.0680834528046	0.185252056147	0.0614218553333
a24	0.11104728967	0.0819356559886	0.0948499850753	0.0844840526737	0.128541476782	0.154124999198	0.0938706444135	0.176716602989	0.0744292711644
a31	0.0874969857967	0.0679307441962	0.0781894109851	0.0912803146379	0.108151184489	0.191927169579	0.114269397418	0.17461241035	0.0861423728148
a37	0.105228951299	0.0636582219587	0.0709791223984	0.101916045826	0.0790833384577	0.189888327506	0.143868870339	0.172730952217	0.0726461709449
a31	0.087802856133	0.0697618008796	0.0735181182428	0.088115349822	0.0631238981359	0.190568281035	0.17942928978	0.178944246666	0.068736167415
a20	0.0869124235977	0.0615479427532	0.0709209198729	0.0859946852207	0.0546077778753	0.197780665678	0.193518745793	0.183533071595	0.0651837578717
a31	0.0850483152992	0.0656919536711	0.0707478570696	0.0826175545736	0.0482612691904	0.173998970726	0.192920983464	0.192291647965	0.0884214259239
a39	0.0828973986731	0.0691560171304	0.0752373430565	0.0914872554245	0.0505373883308	0.142110609475	0.178520157955	0.200751468888	0.109302350675
a31	0.0819425370177	0.0708949062101	0.0782256991368	0.102989356762	0.0513323439869	0.122542823558	0.163430684518	0.207023573496	0.121618074825
a20	0.0694611447326	0.06960200189	0.0824615845029	0.109146075074	0.0525867207703	0.117840933853	0.145657833573	0.207276992032	0.145966704142
a31	0.0681247053109	0.0683809739433	0.0904298071403	0.120983975878	0.0543858953834	0.116034549084	0.131454063191	0.211619613811	0.138586412534
a20	0.0644684661803	0.0728590799278	0.100188605655	0.124931294946	0.0584740074658	0.129323535228	0.114434195864	0.203314321604	0.132006510398
a39	0.0770850721101	0.0827303858293	0.101244335506	0.105839185315	0.0617379995886	0.174295079743	0.105399806488	0.158104110535	0.133564038199
a31	0.0738556197967	0.0975810870098	0.111900556082	0.101153484358	0.0603449519762	0.149967230514	0.0952176007627	0.183589219845	0.1263902542
a46	0.0702635254256	0.0854767826099	0.111660836837	0.101953025306	0.0633099838101	0.141906209371	0.0961937461209	0.194594656282	0.134641232333
a31	0.0723516784219	0.0856185784633	0.112769922222	0.0974594309153	0.063161214352	0.137201383057	0.0961871743736	0.199305408894	0.135945195578
a18	0.085372431794	0.0969791206544	0.113651228269	0.0934041267851	0.059945531626	0.133001462352	0.0923734619245	0.193424685498	0.131847929793
a31	0.0918266930247	0.101690311818	0.112957364025	0.091311044435	0.0586264779087	0.133074783451	0.0923167665082	0.188118384833	0.130078160864
a8	0.0945120181949	0.0967255271393	0.105390045672	0.090626887985	0.0602493776096	0.12859062075	0.0966446026361	0.191333006811	0.135927897688
</S>	0.106491948477	0.0925267593696	0.093722608382	0.0873595928925	0.0633251906748	0.153927067775	0.0990827289181	0.156219700905	0.147344377844
