 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.037969737424	0.0242668021805	0.05090376663	0.028352189697	0.08938736235	0.05991618073	0.15568950453	0.2129959154	0.140093888192	0.09678110242	0.103643539364
a31	0.0310704696793	0.0858654609582	0.0516857331131	0.0271543316697	0.154881084717	0.0477770272833	0.174240060603	0.208938009054	0.09785669263	0.0793771847782	0.0411539258148
a46	0.0147526788844	0.143651956173	0.0636001349711	0.0325374272372	0.155676061837	0.0402927622264	0.148878113361	0.208958408672	0.0740349716887	0.0905375981309	0.0270798745778
a20	0.0111139942341	0.123433587718	0.098753828382	0.115519428668	0.0949521436103	0.0380321778808	0.129536427946	0.218373696357	0.0460781467102	0.10013094357	0.024075616657
a31	0.0156491148017	0.0749173957451	0.0822074054709	0.148902986918	0.0630900107368	0.0423743811156	0.123499728087	0.265423290052	0.0541407591901	0.108991909937	0.020803008041
a29	0.0477741563789	0.0404544995063	0.0550277603705	0.107681760606	0.0529172611123	0.0577034129539	0.124672229233	0.299908645817	0.07278567315	0.123123963352	0.017950631887
a31	0.074858768411	0.0521729686261	0.0408234360368	0.104825218442	0.0620276001708	0.0629456412046	0.0999604772193	0.242664759939	0.0927314699233	0.143294365511	0.0236952987597
a37	0.068465347557	0.0556594843514	0.0326376432703	0.138473479857	0.0729292516903	0.0544038277949	0.0798669072946	0.194539441113	0.111722817118	0.166395102844	0.0249067145199
a31	0.0591040180063	0.0675919494271	0.0429166268748	0.124247507569	0.0631807141968	0.0407038416916	0.068560390841	0.166285172638	0.136333308916	0.204841379535	0.0262350953026
a41	0.0494889433594	0.0691408004181	0.0483278019249	0.069480696243	0.0819527155789	0.0492198268839	0.0571579737759	0.135563644079	0.158142313609	0.251932700338	0.0295925767909
a8	0.0504549689631	0.0396569311188	0.0448353681816	0.0604486314743	0.115101756313	0.0668585931013	0.0642530957356	0.111585761093	0.138070742654	0.281810471606	0.026923673891
a31	0.052825663613	0.0398728039427	0.0549160200872	0.0654386490714	0.101276353871	0.0578734073804	0.0768133257045	0.123892213431	0.124004562318	0.262009561335	0.0410774303677
a20	0.049431896243	0.0347242313253	0.0652599276957	0.0624522422771	0.101969108424	0.0638305489335	0.0696906629332	0.134800346877	0.109338444375	0.253605541945	0.0548970372959
a0	0.0514306891077	0.0263494356323	0.0701854895652	0.062484055139	0.173608084275	0.0735763824845	0.0664825734021	0.109721434492	0.071309324101	0.248377594195	0.0464749315786
a29	0.0571243114026	0.0242734623232	0.0725965647617	0.0741107613863	0.210338406985	0.0673464614815	0.0721680972754	0.109859866164	0.0578172141537	0.213340272778	0.0410245791662
a31	0.0570997664409	0.0311584953953	0.0838015124939	0.0950503204088	0.176567680015	0.0556491068805	0.0603239849718	0.131297818721	0.0681905606979	0.197014279213	0.0438464676887
a24	0.0508600652003	0.0413646463546	0.095891362498	0.116854205683	0.186592145758	0.0490618803268	0.0414540797633	0.122236417974	0.0644571069526	0.188498302104	0.0427297989629
a17	0.0451144597468	0.0408123333967	0.0917453194327	0.128866627934	0.242654603186	0.0662264472089	0.0340756858491	0.099021372258	0.0418309607842	0.172718339761	0.0369338779943
a8	0.0460579141823	0.0376523161816	0.0943380638109	0.129347749445	0.251074650929	0.0805017936696	0.0365378638737	0.101078961619	0.0327528592814	0.160683764394	0.0299740778068
a31	0.0538058623274	0.0576621243925	0.0947962944703	0.119050254055	0.200190041703	0.0687878075565	0.0437413928686	0.104985867673	0.0390977992871	0.166569939891	0.0513126217709
a18	0.0610333711891	0.0854823699765	0.0860733382901	0.126319816785	0.175138763028	0.0538074107855	0.0394217225795	0.0971496777577	0.0394737903424	0.171751388864	0.0643483640903
a38	0.073947815443	0.0982847107208	0.0803026339634	0.134938405362	0.182949844509	0.0533239627952	0.0325053078578	0.0912304313859	0.0324356910875	0.169137677721	0.0509435423301
a31	0.0891899623143	0.0975941221793	0.0776367120545	0.122351441254	0.16248887247	0.0522153958651	0.0345228199586	0.0807848187286	0.0352105529292	0.17591787944	0.0720874359434
a8	0.0882104994248	0.0899566525188	0.0798707222182	0.124901127918	0.148498523357	0.048760336155	0.0348489988255	0.0733234343095	0.0370045122097	0.184495949693	0.0901292468145
</S>	0.0801114625924	0.087486345594	0.0836587393091	0.138319380509	0.152689417679	0.0482046544775	0.0324266958027	0.0735890829548	0.0346138967049	0.186024333367	0.0828759948072
