 	lo	ho	finito	di	fare	</S>
a8	0.163049148145	0.30248561704	0.12571710085	0.16706840867	0.105803165627	0.135876569821
a31	0.192087050425	0.260062716307	0.205388136084	0.14009408863	0.141344747827	0.0610232657025
a20	0.191901880515	0.181082945102	0.264937251273	0.0805666118367	0.248257252542	0.0332540482223
a24	0.194808586332	0.165012294367	0.221584303909	0.0770664795456	0.268134095574	0.0733942332074
a18	0.239351418644	0.236098797589	0.147150154924	0.0817898271485	0.188035630165	0.107574164304
a31	0.227444851215	0.30057677433	0.147526363423	0.0699726390828	0.152710337275	0.101769031529
a20	0.194756881138	0.254785382377	0.197923052254	0.0722742783609	0.178505632932	0.10175476389
a10	0.209224128846	0.184050765792	0.238282559735	0.0880512968536	0.198134997911	0.08225621275
a20	0.192312834949	0.175803821131	0.256216827588	0.101766122085	0.187211621037	0.08668875725
a7	0.15426014485	0.184896490444	0.250878052869	0.111572941295	0.151776613679	0.146615762683
a31	0.112697736083	0.212575184948	0.210268571316	0.144414181765	0.15684096956	0.163203338228
a20	0.103702988628	0.228330283849	0.177698735685	0.165107202988	0.181184424787	0.143976351743
a18	0.123835509276	0.21800527795	0.168190444942	0.152416020663	0.189546914929	0.148005837181
a24	0.123930481759	0.222620922983	0.158818409887	0.140435387554	0.19963591631	0.15455887926
a46	0.129366059386	0.242271234994	0.137734860029	0.130118913518	0.202423989637	0.158084928087
a31	0.122755328995	0.215728301265	0.11983485605	0.143301462506	0.232613959412	0.165766069896
a33	0.138955520332	0.203127980022	0.105578106137	0.142710360502	0.233964952737	0.175663063699
a8	0.179120627444	0.223810435341	0.101659675159	0.121335729167	0.214129855979	0.159943672233
</S>	0.184562505622	0.225806529671	0.107010311149	0.120122664584	0.219634975189	0.142863013617
