 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.382554145824	0.0472254282034	0.039310683698	0.126775557395	0.15010098124	0.048979560325	0.096484630982	0.051197555498	0.057371454762
a24	0.352236272624	0.029357096418	0.0375967633882	0.089595749725	0.26472327006	0.0733612794713	0.074396343628	0.0412710881313	0.0374621208033
a31	0.263118138998	0.0272611784969	0.0607487456553	0.076325820741	0.349508761067	0.113781305976	0.0309504462497	0.0427384675664	0.0355671110438
a20	0.264068977617	0.0246531342123	0.0780062522119	0.0817854792697	0.335280661802	0.145782533278	0.0189640592509	0.0269776329681	0.0244812468573
a0	0.284102356232	0.0221849076962	0.067569253959	0.0894355641032	0.277275024867	0.144888874581	0.024678807217	0.0610752288127	0.0287899660138
a31	0.247706235929	0.035053777104	0.076841306393	0.109560684161	0.221033051109	0.157453940569	0.0358696876323	0.0768561865376	0.0396251365313
a20	0.221877023572	0.0628989063492	0.0759436361777	0.102417243704	0.22393769709	0.168023370476	0.0537607822641	0.0503892572259	0.0407520902371
a11	0.199417190046	0.0902295145587	0.0635617065766	0.100159550913	0.25676736093	0.136261309325	0.067711636408	0.0436754275886	0.042216296079
a20	0.197551826195	0.0953437715689	0.0838148507722	0.110771582793	0.25195481271	0.100724540348	0.0764966358027	0.0400860197295	0.0432559513597
a39	0.258859471952	0.0622579930523	0.0799933476707	0.104822364024	0.237333601503	0.0836195746893	0.0899838315742	0.0448953311498	0.0382344866599
a10	0.285257956557	0.0384475937734	0.0668933418702	0.112691446035	0.238557724434	0.0672560847498	0.0895382354581	0.0548630197899	0.04649459526
a31	0.213215664639	0.0571455278845	0.0865480990767	0.128593521118	0.252517529345	0.0515987126566	0.103930197153	0.0535294614966	0.0529212832533
a20	0.133117103646	0.0858614215682	0.0979520520456	0.133048494179	0.252657240715	0.0496597116455	0.127040795224	0.0632809270989	0.0573822598178
a31	0.109985513815	0.112896256243	0.0886208676152	0.12499114288	0.237232175438	0.0482424582018	0.143251690541	0.0686223294996	0.0661575666326
a11	0.0880637156717	0.128460843401	0.0753593243651	0.117510537007	0.244219852613	0.0512356440473	0.145175164647	0.0679242119665	0.0820507191042
a20	0.0866064732906	0.131959652507	0.073242662815	0.115046986282	0.231208184738	0.0543157733024	0.128009582616	0.0824238231888	0.0971868899681
a39	0.0969658980302	0.126325906469	0.0785913874717	0.113582347734	0.207137686379	0.0580535674341	0.124080502405	0.0952016209963	0.100061092323
a20	0.10423781801	0.111143272543	0.0846268157572	0.100261215645	0.193124773326	0.064420327878	0.123048153735	0.106528439265	0.112609173908
a31	0.102975326403	0.104028274401	0.0941510039191	0.0990432719817	0.197829725642	0.0642553321127	0.119119952958	0.104738931328	0.113858168156
a46	0.103510833801	0.103253885367	0.0875905532397	0.0978471432272	0.207670252547	0.0674789668976	0.115891532299	0.102504917749	0.114251914772
a31	0.115596536267	0.107923390156	0.0863827522132	0.0804525743957	0.207084188916	0.0681032678392	0.110420583453	0.10795120967	0.116085508419
</S>	0.121936251534	0.111080672878	0.0946758236066	0.0717581937779	0.209714471558	0.0638822498696	0.106850224756	0.110906886465	0.109195230952
