 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.11509022813	0.065243324167	0.2854340981	0.1527408597	0.13593810908	0.10866204314	0.136891336839
a31	0.0573254579929	0.039592788407	0.392732673367	0.1932794061	0.151782045351	0.0882808276333	0.0770068025366
a6	0.0592697187293	0.0259976000557	0.432234822189	0.2031577769	0.110078777081	0.124420157982	0.0448411443565
a31	0.0614984821895	0.0370982617492	0.386556828863	0.244577174167	0.0511020218003	0.180253120916	0.0389141016653
a37	0.0917132820862	0.0449965515964	0.304367739354	0.275284288056	0.0513215735334	0.193098138104	0.0392184293816
a31	0.11438323143	0.0440644472235	0.261338436851	0.292250989685	0.0530934092258	0.199272877996	0.0355966065739
a17	0.0878335359103	0.0387644669018	0.28468904131	0.299613015028	0.0339963627633	0.205710584228	0.0493929871692
a31	0.062233350153	0.0408132290193	0.299702786063	0.304504411076	0.0338493356078	0.205408197059	0.053488694341
a17	0.053589828044	0.0439299402864	0.313235565021	0.299469931492	0.0417948476539	0.200078499813	0.0479013870803
a31	0.054639963651	0.0479592873688	0.35320943934	0.261608469431	0.0481670633493	0.183146583838	0.0512691820668
a8	0.0681409335743	0.0716390155096	0.345920993847	0.20769176141	0.0632285070964	0.181010157413	0.0623686202889
a31	0.0838509772968	0.0877532752499	0.316303286016	0.162914536803	0.0686258779121	0.165750682271	0.114801348696
a28	0.106405511194	0.10948420147	0.300132606872	0.129466611934	0.0569425272374	0.138326038224	0.159242483599
a0	0.139079873835	0.136944101637	0.292497955491	0.0986878140447	0.0570335093725	0.122073281741	0.1536834447
a41	0.140877551895	0.158702044079	0.294106651497	0.0846589342816	0.0633390308842	0.10995843016	0.148357345433
a39	0.12747383615	0.176963499926	0.280714922166	0.0740553506939	0.0654168471614	0.0957071107067	0.179668431411
a31	0.12929457397	0.179648641809	0.253369777389	0.071986644698	0.0627440616138	0.0954521435089	0.207504162637
a39	0.12600670409	0.18346461847	0.239925292463	0.0710961752993	0.0652613102979	0.104185847103	0.210060064379
a31	0.126644962123	0.191639461757	0.232777838888	0.0712344546331	0.066049989966	0.112666787768	0.198986522813
a18	0.127190901845	0.193420956119	0.225088205029	0.0727355174777	0.0667389671887	0.126048190189	0.188777286558
a31	0.127410149752	0.197003261173	0.22011008701	0.0728052075592	0.0678705900296	0.134473567596	0.180327140786
a18	0.128231958857	0.203109445058	0.209822875003	0.0740767343864	0.0689643026432	0.144598359932	0.171196312062
a31	0.129374904146	0.211578503486	0.203490107134	0.0741190648621	0.0703356677477	0.148686429444	0.162415339554
a39	0.128236533135	0.211962215695	0.198735865178	0.0779171420874	0.0704320007159	0.156324032548	0.156392236918
a41	0.122292242552	0.203085445632	0.175023273126	0.0781325793291	0.0801724540386	0.186208145516	0.155085878906
a8	0.118919085524	0.197817817344	0.162706155775	0.078886047143	0.0885689495462	0.199014786972	0.154087175302
a31	0.116859106608	0.194452354715	0.172987969258	0.0829168158477	0.0866140973154	0.186140297591	0.160029366634
a46	0.118442665469	0.189891698105	0.176738740419	0.0841731470159	0.0837193890385	0.184237483197	0.162796886811
a8	0.114552146223	0.182128368968	0.17132215014	0.084397968672	0.0917587936128	0.201474272466	0.15436631827
</S>	0.118202935312	0.180224034684	0.16590158107	0.085737182436	0.0956012842064	0.205213356533	0.149119646835
