 	non	ho	cosa	a	fare	</S>
a8	0.123156198278	0.21567344776	0.190266741	0.1569626517	0.20021533157	0.113725639447
a31	0.108417754519	0.211679336067	0.25280969372	0.126697255433	0.23651831997	0.0638776286189
a37	0.0722865751152	0.166026416594	0.223842960627	0.106338028544	0.342704887123	0.0888011176462
a10	0.0491769781797	0.134084144263	0.183562721302	0.124175605115	0.369796307308	0.13920424095
a37	0.0614400420599	0.147853003554	0.183284755594	0.149822736838	0.320641582169	0.136957869407
a10	0.10432677964	0.163466363918	0.171851423931	0.142430732213	0.306927931056	0.110996765359
a0	0.131277554187	0.167035392906	0.16413007943	0.127071087071	0.305693277219	0.10479261952
a20	0.101857489556	0.166878772969	0.152654544197	0.136118338357	0.348471838806	0.0940190249733
a17	0.0715121055387	0.17823931979	0.148107945906	0.153268074786	0.370847067335	0.0780254961911
a20	0.0691160457042	0.168252751997	0.140054009282	0.169071008929	0.360921807112	0.092584384397
a8	0.0852631069794	0.162190432932	0.128041913234	0.164848928976	0.341180962837	0.118474658732
</S>	0.0976455720397	0.168719785966	0.126373642217	0.155357282488	0.322176002119	0.129727721466
