 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.032396115683	0.062222813577	0.24699498287	0.279048498	0.097598058104	0.143252965354	0.138486570002
a20	0.0207224274023	0.160501119561	0.324036728643	0.20516733938	0.0548170571898	0.138270922001	0.0964844012547
a35	0.0183890049014	0.21288863037	0.307061486368	0.141057501307	0.0423253304491	0.18134871798	0.0969293316222
a20	0.0218513331518	0.161375160457	0.323517761856	0.123920457436	0.0297531648497	0.224157991047	0.115424144254
a38	0.0535340531673	0.12987113525	0.286853054019	0.108988814279	0.0543480282166	0.271402592022	0.0950023152801
a31	0.0653240675682	0.125852552133	0.230250213673	0.0902833085874	0.129362439441	0.255537047902	0.103390365603
a18	0.0415075091305	0.120501717171	0.203956529824	0.0873038465569	0.214018082116	0.219462590142	0.113249745937
a23	0.0342948539135	0.109693419065	0.203061761541	0.0988769375856	0.239886546625	0.224691742714	0.0894947560993
a24	0.0415242421765	0.113252473388	0.199908423047	0.118438148129	0.203945127328	0.232477425625	0.0904541747021
a37	0.0488969875955	0.12097035236	0.196765884416	0.13649602771	0.160491187043	0.221111484031	0.115268094441
a20	0.0508898253445	0.122898707017	0.200946904205	0.154310295437	0.131957306948	0.207032803733	0.131964155079
a31	0.0390286587955	0.1382603042	0.201809042068	0.185435284319	0.148733451429	0.160584893878	0.126148366209
a20	0.0288430343725	0.136452105681	0.206696266889	0.183678055146	0.155522254123	0.144657505939	0.144150785645
a33	0.0344787960708	0.144327997194	0.182210000496	0.185406406182	0.124040240041	0.150253732006	0.179282829571
a31	0.0346114746236	0.178503681731	0.191418313032	0.209902716061	0.110316544747	0.121430381029	0.153816907111
a20	0.0380617243412	0.177358219577	0.196629402344	0.197653888887	0.120920276316	0.10885983001	0.160516667128
a31	0.0464548023137	0.185894613726	0.160835910381	0.189743034629	0.124313812105	0.10443952379	0.188318293396
a20	0.0538485009046	0.182691260509	0.143105395594	0.19762300381	0.128050385368	0.0998308157833	0.194850633172
a31	0.0821105791015	0.150903931236	0.118412345398	0.209211046937	0.141564858456	0.100837504261	0.196959732193
</S>	0.104657350051	0.138157371618	0.112417124199	0.215988733469	0.140312929228	0.0994067376305	0.18905975014
